Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,5,15,-10,-0.01,,73.6,4.1
2022-2024,0,21,-21,0.01,-2.7,73.6,2.8
2023-2025,0,11,-11,-0.01,-1.3,73.6,1.9
