Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,4,12,-8,0.43,,20.6,27.5
2017-2019,5,25,-20,0.23,-0.0,22.7,27.1
2018-2020,10,24,-14,1.26,-0.0,74.7,23.0
2019-2021,-7,65,-73,1.4,-0.1,74.7,24.0
2020-2022,-7,7,-14,1.29,-0.0,72.4,21.2
2021-2023,16,21,-5,0.77,-0.0,36.8,23.4
2022-2024,23,30,-7,0.7,-0.0,36.8,27.7
2023-2025,64,75,-11,0.46,-0.0,20.3,36.4
