Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,15,4,12,0.88,0.0,13.2,41.8
2017-2019,26,17,8,0.77,0.1,13.2,54.7
2018-2020,33,21,12,1.02,0.1,19.7,61.4
2019-2021,16,43,-27,1.06,-0.3,19.7,66.5
2020-2022,-47,-2,-45,1.1,-0.1,32.5,41.3
2021-2023,-42,1,-43,1.06,-0.1,32.5,56.3
2022-2024,-21,19,-41,0.98,-0.1,26.0,66.5
2023-2025,28,62,-34,0.65,-0.2,14.1,74.5
