Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,2,4,-2,1.55,,20.6,62.4
2017-2019,-20,17,-37,1.34,-0.0,20.6,80.4
2018-2020,-1,21,-22,1.39,-0.0,25.6,107.8
2019-2021,83,43,40,1.39,0.0,25.6,154.5
2020-2022,14,-2,16,1.29,0.1,36.2,133.8
2021-2023,11,1,10,1.08,0.1,36.2,146.7
2022-2024,2,19,-17,1.06,-0.2,32.5,197.8
2023-2025,90,62,28,1.26,0.5,24.2,279.4
