Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,30,9,21,1.09,,17.2,84.1
2017-2019,67,25,42,1.1,0.3,17.2,122.1
2018-2020,80,24,56,0.83,0.8,23.7,175.0
2019-2021,144,64,80,0.76,1.6,23.7,250.7
2020-2022,50,5,45,0.79,0.9,23.7,206.9
2021-2023,-48,18,-66,0.91,-1.5,26.2,199.4
2022-2024,-66,29,-95,0.91,-2.2,24.5,195.4
2023-2025,-29,75,-104,0.82,-1.6,34.3,217.7
