Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,1,12,-11,1.05,,20.6,11.6
2017-2019,-3,25,-28,0.86,-0.0,20.6,12.9
2018-2020,-30,24,-54,1.1,-0.0,47.5,10.2
2019-2021,6,65,-60,1.17,-0.0,47.5,12.1
2020-2022,5,7,-2,1.17,-0.0,45.1,11.2
2021-2023,42,21,21,1.14,0.0,27.2,13.6
2022-2024,8,30,-21,1.11,-0.0,27.2,12.2
2023-2025,6,75,-69,1.09,-0.0,29.6,12.3
