Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-8,4,-12,1.18,-0.1,21.9,4.5
2017-2019,-21,17,-39,1.15,-0.3,21.9,6.1
2018-2020,8,21,-13,1.05,-0.1,29.6,10.7
2019-2021,59,43,16,1.08,0.2,29.6,17.1
2020-2022,77,-2,79,1.05,1.0,26.4,21.2
2021-2023,82,1,82,1.09,116.2,23.8,32.2
2022-2024,83,19,64,1.14,98.0,23.8,47.1
2023-2025,65,62,3,1.34,4.4,33.2,62.9
