Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,10,4,6,0.86,0.0,16.5,59.9
2017-2019,21,17,4,0.96,0.0,16.5,80.3
2018-2020,-2,21,-23,1.08,-0.2,20.8,93.7
2019-2021,2,43,-42,1.11,-0.4,20.8,102.3
2020-2022,-32,-2,-30,1.09,-0.1,27.7,93.5
2021-2023,-15,1,-16,0.99,-0.0,27.7,114.5
2022-2024,2,19,-17,0.9,-0.0,27.0,137.7
2023-2025,14,62,-48,0.71,-0.1,14.5,134.4
