Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,0,12,-12,0.93,-0.1,28.7,7.5
2017-2019,3,25,-22,0.97,-0.1,28.7,9.8
2018-2020,-45,24,-69,0.88,-0.2,42.6,6.7
2019-2021,-8,65,-74,0.84,-0.1,42.6,7.3
2020-2022,-10,7,-17,0.72,-0.0,41.7,9.1
2021-2023,57,21,37,0.54,0.1,19.6,10.2
2022-2024,0,30,-30,0.57,-0.1,34.0,7.4
2023-2025,64,75,-11,0.67,-0.0,40.5,13.3
