Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-41,0,-41,1.45,-0.0,31.1,7.5
2017-2019,-24,9,-33,1.25,-0.1,31.1,8.0
2018-2020,-7,21,-29,1.51,-0.1,34.5,7.8
2019-2021,37,37,0,1.62,0.0,34.5,10.3
2020-2022,36,10,26,1.58,0.0,34.5,8.0
2021-2023,8,16,-9,1.52,-0.0,27.1,8.0
2022-2024,10,26,-16,1.43,-0.0,27.1,7.8
2023-2025,37,49,-12,1.49,-0.0,27.7,11.7
