Date,Open,High,Low,Close,Volume,Dividend,MRI,MRI_Signal,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Market Cap
2016-01-04,54.970001220703125,55.68999862670898,54.27000045776367,55.54999923706055,1284700,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,ALB,5698766956.7101
2016-01-05,55.54999923706055,56.09999847412109,53.880001068115234,54.70000076293945,1232100,0.0,0.6,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1222,-0.0244,-0.0978,ALB,5611566416.0864
2016-01-06,53.470001220703125,54.25,51.84000015258789,52.310001373291016,1240000,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5625,-0.1321,-0.4305,ALB,5366381765.6131
2016-01-07,51.2599983215332,51.70000076293945,49.47999954223633,49.95000076293945,1521000,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2503,-0.3557,-0.8946,ALB,5124273978.3967
2016-01-08,50.45000076293945,51.08000183105469,48.970001220703125,49.0099983215332,1127400,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9237,-0.6693,-1.2544,ALB,5027840154.1193
2016-01-11,49.2400016784668,49.52999877929688,47.380001068115234,48.040000915527344,1313200,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.5862,-1.0527,-1.5335,ALB,4928330813.5265
2016-01-12,48.790000915527344,49.18000030517578,48.04999923706055,48.95000076293945,1299100,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.9482,-1.4318,-1.5164,ALB,5021685080.6641
2016-01-13,49.619998931884766,51.27000045776367,47.310001373291016,47.709999084472656,1463300,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.3965,-1.8247,-1.5717,ALB,4894478134.0128
2016-01-14,48.02999877929688,49.650001525878906,46.84000015258789,48.900001525878906,1303200,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.5323,-2.1662,-1.3661,ALB,5016553682.7123
2016-01-15,47.63999938964844,48.02000045776367,45.77999877929688,47.90999984741211,1446900,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.302,50.303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.7581,-2.4846,-1.2735,ALB,4914993399.2686
