Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,33,4,29,1.3,0.0,22.0,77.9
2017-2019,15,17,-2,1.08,-0.0,22.0,81.2
2018-2020,-20,21,-41,1.38,-0.1,30.4,50.0
2019-2021,0,43,-43,1.42,-0.1,30.4,90.2
2020-2022,99,-2,100,1.22,0.2,30.1,147.4
2021-2023,80,1,79,0.76,0.5,22.3,145.0
2022-2024,-15,19,-34,0.59,-0.7,22.6,123.9
2023-2025,-99,62,-161,0.74,-2.9,36.7,116.9
