Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2019-2021,-13,28,-41,-0.02,-5.3,83.5,0.7
2020-2022,101,14,87,0.0,11.2,83.5,2.1
2021-2023,66,18,48,0.35,4.9,80.5,2.7
2022-2024,121,13,108,0.33,11.7,85.4,2.1
2023-2025,93,35,58,0.25,6.6,85.4,3.9
