Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-30,4,-34,1.02,,22.6,30.5
2017-2019,-7,17,-25,0.93,-0.0,22.6,37.1
2018-2020,20,21,-1,1.05,-0.0,26.5,35.0
2019-2021,134,43,91,1.11,0.0,26.5,82.8
2020-2022,62,-2,64,1.22,0.2,44.5,46.3
2021-2023,28,1,28,1.4,0.2,44.5,48.6
2022-2024,-94,19,-114,1.38,-0.8,34.8,39.5
2023-2025,-33,62,-95,1.06,-1.0,35.2,52.3
