Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,26,28,-2,0.0,-0.5,2.7,10
2016-2018,37,18,19,0.0,12.4,2.7,12
2017-2019,75,30,44,0.0,96.8,7.7,18
2018-2020,58,27,30,0.0,62.6,17.1,18
2019-2021,90,71,19,0.0,39.0,17.1,26
2020-2022,-49,9,-58,0.0,-106.8,17.1,18
2021-2023,-26,23,-50,0.0,-65.8,10.8,17
2022-2024,-83,40,-123,0.0,-148.3,12.9,16
