Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,27,12,15,1.18,0.0,17.9,265.8
2017-2019,34,25,8,1.06,0.1,17.9,379.5
2018-2020,-7,24,-31,1.21,-0.2,42.1,345.9
2019-2021,48,65,-17,1.22,-0.1,42.1,431.1
2020-2022,-9,7,-16,1.13,-0.1,41.9,365.1
2021-2023,32,21,11,0.88,0.1,32.3,463.1
2022-2024,83,30,53,0.87,0.5,27.9,652.5
2023-2025,164,75,89,0.93,1.9,23.9,877.2
