Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-52,4,-55,0.97,-0.0,38.7,53.6
2017-2019,-30,17,-47,1.03,-0.0,38.7,59.8
2018-2020,-5,21,-26,1.4,-0.0,38.7,32.5
2019-2021,53,43,9,1.5,0.0,33.0,44.5
2020-2022,88,-2,90,1.25,0.3,31.3,79.5
2021-2023,51,1,50,0.8,0.2,27.5,77.4
2022-2024,-45,19,-65,0.7,-0.3,27.5,57.0
2023-2025,-63,62,-125,0.96,-0.7,39.6,57.1
