Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,41,0,41,0.63,,96.8,0.7
2017-2019,21,9,13,0.64,,96.8,0.7
2018-2020,224,21,203,0.69,0.8,96.8,3.2
2019-2021,-41,37,-78,0.72,-0.4,70.4,0.8
2020-2022,7,10,-3,1.04,-0.0,84.1,0.3
2021-2023,-331,16,-348,1.7,-0.4,79.1,0.2
2022-2024,319,26,293,1.69,0.2,74.7,3.7
2023-2025,457,49,408,2.23,0.3,72.7,2.3
