Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,24,3,22,-0.25,,0.0,2.8
2016-2018,49,-5,54,0.06,,67.3,3.4
2017-2019,28,23,6,0.07,,67.3,3.1
2018-2020,29,27,2,0.1,0.1,67.3,4.3
2019-2021,-87,49,-136,0.25,-6.9,46.6,3.1
2020-2022,-11,7,-18,0.49,-0.9,72.9,4.2
2021-2023,-41,20,-61,1.24,-14.2,72.9,6.3
2022-2024,104,27,78,1.17,19.9,72.9,7.6
2023-2025,125,51,74,0.83,57.3,74.9,12.7
