Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,10,9,1,1.53,,25.1,75.0
2017-2019,-18,25,-43,1.33,-0.0,25.1,85.9
2018-2020,-15,24,-39,1.14,-0.0,41.8,95.8
2019-2021,83,64,19,1.14,0.0,41.8,151.9
2020-2022,74,5,69,1.07,0.2,40.2,150.4
2021-2023,19,18,1,1.09,0.0,43.2,124.3
2022-2024,-51,29,-80,0.97,-0.7,43.2,133.7
2023-2025,35,75,-41,0.95,-0.4,39.8,180.5
