Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,0,29,-29,0.33,,0.0,0
2016-2018,-10,17,-28,0.33,,8.7,0
2017-2019,18,30,-12,0.33,,8.7,0
2018-2020,50,26,24,0.33,,11.2,0
2019-2021,39,71,-32,0.33,-0.9,11.2,0
2020-2022,-5,9,-14,0.33,-10.6,14.9,0
2021-2023,6,24,-18,0.33,-15.5,14.9,0
2022-2024,-24,42,-65,0.33,-51.1,16.8,0
