Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,0,4,-4,0.75,-0.0,19.0,102.4
2017-2019,37,17,20,0.62,0.0,13.6,128.6
2018-2020,1,21,-20,0.57,-0.0,12.5,155.2
2019-2021,58,43,15,0.57,0.0,13.0,248.8
2020-2022,58,-2,60,0.56,0.7,23.2,300.7
2021-2023,87,1,86,0.54,1.1,23.2,459.7
2022-2024,18,19,-1,0.53,-0.0,40.5,382.2
2023-2025,-52,62,-114,0.73,-0.4,59.7,226.1
