Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,25,9,16,0.98,,20.3,65.9
2017-2019,28,25,3,1.07,0.0,20.3,86.0
2018-2020,3,24,-21,1.35,-0.1,48.7,83.6
2019-2021,47,64,-17,1.38,-0.1,48.7,113.1
2020-2022,-4,5,-8,1.33,-0.0,48.7,102.1
2021-2023,49,18,31,1.15,0.4,28.3,129.5
2022-2024,85,29,55,1.13,0.8,28.3,205.1
2023-2025,151,75,76,1.25,1.6,28.0,255.7
