Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2017-2019,25,17,8,-0.0,0.0,58.7,0.0
2018-2020,-1566,22,-1588,-0.0,-720.4,58.7,0.0
2019-2021,274,41,234,-0.01,115.0,76.7,0.0
2020-2022,197,2,195,-0.01,154.6,76.7,0.0
2021-2023,224,14,209,0.18,234.4,76.7,0.0
2022-2024,459,22,438,0.13,1031.0,65.1,0.0
2023-2025,336,39,297,0.15,814.0,74.0,0.0
