Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,94,9,85,1.36,,27.5,2.4
2017-2019,35,25,10,1.17,0.1,29.1,3.0
2018-2020,107,24,83,1.2,1.0,55.8,4.6
2019-2021,-29,64,-94,1.21,-1.1,55.8,3.3
2020-2022,-123,5,-128,1.25,-0.1,67.1,1.7
2021-2023,-102,18,-120,1.21,-0.1,67.1,3.4
2022-2024,64,29,35,1.2,0.0,54.8,4.5
2023-2025,491,75,416,1.11,2.4,36.2,12.8
