Date,rate_TEM_5D,rate_VOO_20D
2024-06,0.0,1.188
2024-07,39.1859,2.6229
2024-08,56.1719,2.4249
2024-09,39.0033,5.9842
2024-10,13.2371,3.1084
2024-11,46.1098,8.9335
2024-12,-24.294,2.013
2025-01,30.8769,3.1036
2025-02,39.0946,-0.3475
2025-03,12.3328,-10.0931
2025-04,-1.9361,-29.6121
