Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,122,28,94,0.05,16.3,20.5,44.9
2016-2018,86,18,68,0.05,13.0,16.8,34.6
2017-2019,72,30,42,0.05,38.2,21.6,58.7
2018-2020,56,27,28,0.05,27.6,21.6,82.0
2019-2021,144,71,73,0.05,86.9,21.6,101.8
2020-2022,-53,9,-62,0.05,-78.9,24.8,55.1
2021-2023,-30,23,-53,0.05,-72.8,24.8,94.7
2022-2024,-37,33,-69,0.05,-91.1,24.8,93.8
2023-2025,69,62,7,0.05,11.2,16.2,103.1
