Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,78,12,66,1.38,,29.9,2.0
2017-2019,81,25,56,1.5,0.3,29.9,2.6
2018-2020,154,24,129,1.27,1.2,43.3,4.2
2019-2021,86,65,20,1.32,0.3,43.3,4.4
2020-2022,91,7,85,1.15,1.4,43.3,5.5
2021-2023,-141,21,-162,1.03,-3.2,45.4,4.4
2022-2024,-78,30,-108,0.8,-1.4,60.8,3.1
2023-2025,-262,75,-337,0.81,-1.0,70.8,1.8
