Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,13,4,9,0.92,0.0,21.2,32.7
2017-2019,32,17,15,0.89,0.2,21.2,48.5
2018-2020,20,21,-1,0.94,-0.0,21.2,61.1
2019-2021,68,43,25,0.94,0.3,21.2,87.8
2020-2022,-17,-2,-16,0.92,-0.0,44.3,59.2
2021-2023,-13,1,-14,0.88,-0.0,44.3,77.8
2022-2024,-30,19,-50,0.89,-0.1,32.5,84.8
2023-2025,-1,62,-63,0.84,-0.3,23.5,80.8
