Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,27,9,19,1.31,,19.3,259.9
2017-2019,42,25,17,1.33,0.1,23.9,331.4
2018-2020,-17,24,-41,1.21,-0.3,32.8,275.9
2019-2021,-2,64,-67,1.2,-0.5,32.8,285.2
2020-2022,-98,5,-103,1.19,-0.6,50.9,146.4
2021-2023,-4,18,-22,1.27,-0.0,50.9,278.3
2022-2024,-63,29,-92,1.41,-0.2,59.1,111.0
2023-2025,34,75,-41,1.69,-0.1,59.1,204.3
