Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-9,4,-13,0.9,-0.0,23.7,9.1
2017-2019,-17,17,-35,0.94,-0.0,23.7,11.4
2018-2020,-26,21,-47,0.87,-0.0,23.7,13.4
2019-2021,34,43,-9,0.9,-0.0,22.2,20.0
2020-2022,25,-2,27,0.89,0.0,18.9,17.1
2021-2023,39,1,38,0.95,0.3,18.9,19.5
2022-2024,-13,19,-33,0.94,-0.4,22.7,16.7
2023-2025,17,62,-45,1.0,-0.0,36.2,19.0
