Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,9,4,5,1.17,0.0,18.4,42.0
2017-2019,19,17,2,1.28,0.0,18.4,58.2
2018-2020,18,21,-3,1.23,-0.0,20.5,72.3
2019-2021,24,43,-19,1.27,-0.2,20.5,86.1
2020-2022,-15,-2,-13,1.25,-0.0,30.4,80.3
2021-2023,-26,1,-27,1.3,-0.0,30.4,97.2
2022-2024,-23,19,-42,1.34,-0.0,24.3,104.0
2023-2025,44,62,-18,1.53,-0.0,20.6,132.8
