Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-7,4,-11,0.7,,14.5,10.6
2017-2019,-29,17,-46,0.58,-0.1,15.8,11.4
2018-2020,-25,21,-46,0.85,-0.2,20.3,13.0
2019-2021,40,43,-3,0.94,-0.0,20.3,18.5
2020-2022,55,-2,56,0.83,0.2,21.2,19.8
2021-2023,28,1,27,0.65,0.1,21.2,20.0
2022-2024,-41,19,-61,0.53,-0.1,27.1,15.4
2023-2025,-33,62,-95,0.48,-0.2,34.6,17.7
