Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,6,9,-3,0.8,,19.7,18.0
2017-2019,15,25,-10,0.74,-0.0,21.9,18.8
2018-2020,-17,24,-41,0.75,-0.0,39.5,21.5
2019-2021,40,64,-24,0.76,-0.0,39.5,28.0
2020-2022,47,5,43,0.76,0.0,28.5,28.2
2021-2023,27,18,9,0.75,0.0,33.2,28.3
2022-2024,-68,29,-98,0.69,-0.2,55.9,14.9
2023-2025,-30,75,-106,0.64,-0.0,55.9,24.5
