Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,17,4,14,1.2,,19.1,168.0
2017-2019,2,17,-15,1.28,-0.1,19.1,186.0
2018-2020,-37,21,-58,1.06,-0.1,24.2,173.5
2019-2021,1,43,-42,0.99,-0.1,24.2,245.8
2020-2022,-3,-2,-1,0.93,-0.0,24.7,184.8
2021-2023,1,1,0,0.83,-0.0,24.7,195.9
2022-2024,-20,19,-40,0.8,-0.0,22.7,229.6
2023-2025,28,62,-34,0.81,-0.1,15.3,298.7
