Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2017-2019,-192,17,-209,0.01,-36.0,40.8,1
2018-2020,-909,27,-937,0.01,-118.1,40.8,4
2019-2021,183,71,112,0.01,13.9,35.7,8
2020-2022,2,9,-7,0.01,-0.4,35.7,2
2021-2023,-211,23,-234,0.01,-8.7,28.7,4
2022-2024,208,39,169,0.01,5.2,24.4,13
