Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2019-2021,104,65,39,0.03,,44.7,94
2020-2022,14,7,7,0.03,5.3,58.0,94
2021-2023,-44,24,-68,0.03,-1.4,59.1,94
2022-2024,62,22,41,0.03,2.0,53.7,94
2023-2025,190,72,118,0.03,5.0,43.9,94
