Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,avg_buy_price,rate_vs,shares_vs,Close_vs
2023-05-16,10005.0,10005.0,10005.0,9990.0,10005.0,126726,2000.0,0,2000.0,0.0,0,0.0,2000,"Monthly invest 50.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457480.KS,0.3695,Hold,0.0,0.0,0,366.4046325683594
2023-05-17,10025.0,10075.0,10075.0,10025.0,10025.0,239002,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,457480.KS,0.3566,Hold,0.0,1.89546305338542,0,370.7787780761719
2023-05-19,10365.0,10415.0,10435.0,10360.0,10365.0,244309,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2363,457480.KS,0.3631,Hold,0.0,3.2096394856770942,0,373.8114929199219
2023-05-22,10420.0,10490.0,10490.0,10390.0,10420.0,381524,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3971,457480.KS,0.3612,Hold,0.0,3.2981099446614692,0,374.0156555175781
2023-05-23,10690.0,10790.0,10790.0,10650.0,10690.0,424903,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,10301.0,0.0,0.0,0.0,0.0,0.0,0.6439,457480.KS,0.3793,Hold,0.0,1.486912027994812,0,369.8359680175781
2023-05-25,10495.0,10440.0,10495.0,10435.0,10495.0,436023,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,10399.0,0.0,0.0,0.0,0.0,0.0,0.6378,457480.KS,0.3928,Hold,0.0,1.672250366210946,0,370.263671875
2023-05-26,10540.0,10585.0,10600.0,10520.0,10540.0,408538,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,10502.0,0.0,0.0,0.0,0.0,0.0,0.6232,457480.KS,0.3798,Hold,0.0,3.75723063151041,0,375.0751647949219
2023-05-30,10955.0,10540.0,10955.0,10540.0,10955.0,660995,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,10620.0,0.0,0.0,0.0,0.0,0.0,0.8305,457480.KS,0.3511,Hold,0.0,3.807760620117186,0,375.1917724609375
2023-05-31,11180.0,11270.0,11270.0,11115.0,11180.0,593170,2000.0,0,2000.0,0.0,0,0.0,2000,,0.0,10772.0,0.0,0.0,0.0,0.0,0.0,1.0422,457480.KS,0.3552,Hold,0.0,2.9232147216796918,0,373.1505126953125
2023-06-01,11215.0,11085.0,11270.0,11040.0,11215.0,736844,3000.0,0,3000.0,0.0,0,0.0,3000,"Monthly invest 33.3% of total investment ($1,000.00)",0.0,10877.0,0.0,0.0,0.0,0.0,0.0,1.1258,457480.KS,0.3293,Hold,0.0,3.854665434480232,2,376.7275695800781
2023-06-02,11360.0,11345.0,11390.0,11310.0,11360.0,638905,3000.0,0,3000.0,0.0,0,0.0,3000,,0.0,11050.0,0.0,0.0,0.0,0.0,0.0,1.1883,457480.KS,0.323,Hold,0.0,6.238825922571856,2,382.2583923339844
2023-06-05,11605.0,11615.0,11650.0,11575.0,11605.0,608178,3000.0,0,3000.0,0.0,0,0.0,3000,,0.0,11263.0,0.0,0.0,0.0,0.0,0.0,1.2889,457480.KS,0.3274,Hold,0.0,5.9203792021152495,2,381.5196533203125
2023-06-07,11825.0,11970.0,11970.0,11760.0,11825.0,739987,3000.0,0,3000.0,0.0,0,0.0,3000,,0.0,11437.0,0.0,0.0,0.0,0.0,0.0,1.3869,457480.KS,0.3284,Hold,0.0,5.719276421282423,2,381.0531311035156
2023-06-08,11685.0,11870.0,11885.0,11640.0,11685.0,924874,3000.0,0,3000.0,0.0,0,0.0,3000,,85.74468085106383,11538.0,0.0,0.0,0.0,0.0,0.0,1.2654,457480.KS,0.3237,Hold,0.0,6.70393941240804,2,383.3373718261719
2023-06-09,12535.0,12300.0,12570.0,12270.0,12535.0,1148343,3000.0,0,3000.0,0.0,0,0.0,3000,,89.53125,11802.0,0.0,0.0,0.0,0.0,0.0,1.5757,457480.KS,0.3279,Hold,0.0,6.980473824384667,2,383.9788818359375
2023-06-12,12555.0,12690.0,12690.0,12530.0,12555.0,745783,3000.0,0,3000.0,0.0,0,0.0,3000,,89.53125,12041.0,0.0,0.0,0.0,0.0,0.0,1.6541,457480.KS,0.3378,Hold,0.0,8.501485443582176,2,387.5073547363281
2023-06-13,12610.0,12780.0,12780.0,12595.0,12610.0,882468,3000.0,0,3000.0,0.0,0,0.0,3000,,88.50771869639794,12242.0,0.0,0.0,0.0,0.0,0.0,1.6019,457480.KS,0.3441,Hold,0.0,9.603466064031203,2,390.0637512207031
2023-06-14,12915.0,12975.0,13010.0,12815.0,12915.0,879413,3000.0,0,3000.0,0.0,0,0.0,3000,,89.41548183254345,12460.0,0.0,0.0,0.0,0.0,0.0,1.6032,457480.KS,0.3349,Hold,0.0,9.73338632722902,2,390.3651428222656
2023-06-15,12890.0,12920.0,12975.0,12855.0,12890.0,923879,3000.0,0,3000.0,0.0,0,0.0,3000,,87.67123287671232,12701.0,0.0,0.0,0.0,0.0,0.0,1.4546,457480.KS,0.3363,Hold,0.0,11.891251921889229,2,395.3710021972656
2023-06-16,12875.0,12925.0,12940.0,12795.0,12875.0,846020,3000.0,0,3000.0,0.0,0,0.0,3000,,93.43065693430657,12769.0,11437.25,0.0,0.0,0.0,0.0,1.2252,457480.KS,0.3282,Hold,0.0,11.262738311641947,2,393.9129638671875
2023-06-20,13030.0,13140.0,13140.0,13015.0,13030.0,638127,3000.0,0,3000.0,0.0,0,0.0,3000,,90.60665362035225,12960.0,11741.75,0.0,0.0,0.0,0.0,0.8401,457480.KS,0.3263,Hold,0.0,10.479191256499384,2,392.0952758789063
2023-06-21,13695.0,13645.0,13710.0,13475.0,13695.0,920085,3000.0,0,3000.0,0.0,0,0.0,3000,,91.98664440734558,13116.0,11908.25,0.0,0.0,0.0,0.0,0.9307,457480.KS,0.3163,Hold,0.0,9.553200235185649,2,389.9471435546875
2023-06-22,12870.0,12820.0,12925.0,12815.0,12870.0,918155,3000.0,0,3000.0,0.0,0,0.0,3000,,71.86261558784676,13112.0,12030.75,0.0,0.0,0.0,0.0,0.4593,457480.KS,0.3188,Hold,0.0,10.164914718650444,2,391.3662109375
2023-06-23,13250.0,13265.0,13280.0,13015.0,13250.0,708951,3000.0,0,3000.0,0.0,0,0.0,3000,,73.50746268656717,13187.0,12158.75,0.0,0.0,0.0,0.0,0.2766,457480.KS,0.3198,Hold,0.0,8.899533977790306,2,388.4307556152344
2023-06-26,12850.0,12875.0,12910.0,12835.0,12850.0,737706,3000.0,0,3000.0,0.0,0,0.0,3000,,64.91017964071857,13139.0,12276.5,0.0,0.0,0.0,0.0,-0.1097,457480.KS,0.3212,Hold,0.0,8.208151904823076,2,386.8268737792969
2023-06-27,12320.0,12365.0,12420.0,12285.0,12320.0,914783,3000.0,0,3000.0,0.0,0,0.0,3000,,55.51839464882943,12997.0,12365.5,0.0,0.0,0.0,0.0,-0.6655,457480.KS,0.3232,Hold,0.0,10.05600323029335,2,391.1135559082031
2023-06-28,12680.0,12510.0,12715.0,12510.0,12680.0,805216,3000.0,0,3000.0,0.0,0,0.0,3000,,60.57385759829969,12794.0,12451.75,0.0,0.0,0.0,0.0,-0.8483,457480.KS,0.3154,Hold,0.0,10.131408551136794,2,391.2884826660156
2023-06-29,13110.0,12970.0,13125.0,12875.0,13110.0,713537,3000.0,0,3000.0,0.0,0,0.0,3000,,56.70945157526255,12842.0,12548.25,0.0,0.0,0.0,0.0,-0.7521,457480.KS,0.3253,Hold,0.0,10.777550062628016,2,392.7874145507813
2023-06-30,13270.0,13130.0,13380.0,13130.0,13270.0,691348,3000.0,0,3000.0,0.0,0,0.0,3000,,58.079096045197744,12846.0,12651.0,0.0,0.0,0.0,0.0,-0.6226,457480.KS,0.3251,Hold,0.0,12.784078809594043,2,397.4421997070313
2023-07-07,13520.0,13555.0,13655.0,13505.0,13520.0,1149647,4000.0,0,4000.0,0.0,0,0.0,4000,"Monthly invest 25.0% of total investment ($1,000.00)",59.848484848484844,12980.0,12759.0,0.0,0.0,0.0,0.0,-0.4344,457480.KS,0.3575,Hold,0.0,10.24590999064872,5,393.1582336425781
2023-07-10,13565.0,13510.0,13605.0,13495.0,13565.0,1315739,4000.0,0,4000.0,0.0,0,0.0,4000,,57.45412844036697,13229.0,12857.0,0.0,0.0,0.0,0.0,-0.3213,457480.KS,0.3552,Hold,0.0,10.698894873883752,5,394.212158203125
2023-07-14,13610.0,13615.0,13675.0,13535.0,13610.0,990192,4000.0,0,4000.0,0.0,0,0.0,4000,,58.21917808219178,13415.0,12946.25,0.0,0.0,0.0,0.0,-0.2601,457480.KS,0.3216,Hold,0.0,14.38982645816862,5,402.799560546875
2023-07-17,13620.0,13665.0,13730.0,13585.0,13620.0,627383,4000.0,0,4000.0,0.0,0,0.0,4000,,58.51428571428571,13517.0,13043.0,0.0,0.0,0.0,0.0,-0.2506,457480.KS,0.3218,Hold,0.0,14.993810674711945,5,404.2048034667969
2023-07-19,14040.0,13980.0,14045.0,13980.0,14040.0,889696,4000.0,0,4000.0,0.0,0,0.0,4000,,60.37117903930131,13671.0,13118.25,0.0,0.0,0.0,0.0,-0.0758,457480.KS,0.3207,Hold,0.0,16.688277133546087,5,408.1471862792969
2023-07-20,13630.0,13525.0,13650.0,13515.0,13630.0,999701,4000.0,0,4000.0,0.0,0,0.0,4000,,56.08519269776876,13693.0,13172.0,0.0,0.0,0.0,0.0,-0.2066,457480.KS,0.3306,Hold,0.0,15.543255694947455,5,405.483154296875
2023-07-21,13095.0,12900.0,13200.0,12900.0,13095.0,1006160,4000.0,0,4000.0,0.0,0,0.0,4000,,43.75,13599.0,13196.25,0.0,0.0,0.0,0.0,-0.5776,457480.KS,0.3246,Hold,0.0,15.564229281983593,5,405.5319519042969
2023-07-24,12925.0,13085.0,13095.0,12915.0,12925.0,1307402,4000.0,0,4000.0,0.0,0,0.0,4000,,50.66344993968636,13462.0,13196.75,0.0,0.0,0.0,0.0,-0.903,457480.KS,0.3289,Hold,0.0,16.30241035216462,5,407.2494201660156
2023-07-26,13125.0,13090.0,13295.0,13090.0,13125.0,1058944,4000.0,0,4000.0,0.0,0,0.0,4000,,48.42370744010088,13363.0,13208.5,0.0,0.0,0.0,0.0,-1.0023,457480.KS,0.3206,Hold,0.0,16.86023693720069,5,408.5472717285156
2023-07-28,12835.0,12895.0,12905.0,12820.0,12835.0,1177352,4000.0,0,4000.0,0.0,0,0.0,4000,,49.80544747081712,13122.0,13206.5,0.0,0.0,0.0,0.0,-1.1894,457480.KS,0.3287,Hold,0.0,17.36774790005375,5,409.7280578613281
2023-08-03,12880.0,12935.0,12935.0,12805.0,12880.0,600040,5000.0,0,5000.0,0.0,0,0.0,5000,"Monthly invest 20.0% of total investment ($1,000.00)",58.30860534124629,12972.0,13196.0,0.0,0.0,0.0,0.0,-1.2571,457480.KS,0.3863,Hold,0.0,13.52158235247743,7,402.43853759765625
2023-08-04,13140.0,13010.0,13170.0,13010.0,13140.0,496287,5000.0,0,5000.0,0.0,0,0.0,5000,,57.033639143730895,12981.0,13201.5,0.0,0.0,0.0,0.0,-1.1386,457480.KS,0.389,Hold,0.0,12.678663360661965,7,400.4673461914063
2023-08-07,12910.0,13020.0,13045.0,12865.0,12910.0,273647,5000.0,0,5000.0,0.0,0,0.0,5000,,46.74267100977198,12978.0,13162.25,0.0,0.0,0.0,0.0,-1.1457,457480.KS,0.3752,Hold,0.0,14.22260980667199,7,404.0779113769531
2023-08-08,12845.0,12885.0,12905.0,12835.0,12845.0,712048,5000.0,0,5000.0,0.0,0,0.0,5000,,42.857142857142854,12922.0,13161.0,0.0,0.0,0.0,0.0,-1.1483,457480.KS,0.3719,Hold,0.0,13.475659762494168,7,402.3311462402344
2023-08-09,12825.0,12800.0,12885.0,12790.0,12825.0,317356,5000.0,0,5000.0,0.0,0,0.0,5000,,37.34061930783242,12920.0,13139.75,0.0,0.0,0.0,0.0,-1.1235,457480.KS,0.3716,Hold,0.0,12.332306025980039,7,399.6573791503906
2023-08-10,12540.0,12495.0,12575.0,12490.0,12540.0,304002,5000.0,0,5000.0,0.0,0,0.0,5000,,32.83082077051927,12852.0,13124.25,0.0,0.0,0.0,0.0,-1.2106,457480.KS,0.3775,Hold,0.0,12.432450940879598,7,399.8915710449219
2023-08-11,12680.0,12695.0,12695.0,12610.0,12680.0,299359,5000.0,0,5000.0,0.0,0,0.0,5000,,34.90259740259741,12760.0,13142.25,0.0,0.0,0.0,0.0,-1.1518,457480.KS,0.371,Hold,0.0,12.273894683904139,7,399.5207824707031
2023-08-14,12370.0,12420.0,12500.0,12355.0,12370.0,395240,5000.0,0,5000.0,0.0,0,0.0,5000,,31.508875739644964,12652.0,13126.75,0.0,0.0,0.0,0.0,-1.2246,457480.KS,0.3715,Hold,0.0,13.237825377031022,7,401.7749633789063
2023-08-16,12145.0,12245.0,12245.0,12145.0,12145.0,279995,5000.0,0,5000.0,0.0,0,0.0,5000,,20.251177394034542,12512.0,13078.5,0.0,0.0,0.0,0.0,-1.3331,457480.KS,0.4005,Hold,0.0,10.012177764958814,7,394.231689453125
2023-08-17,11890.0,11830.0,11895.0,11800.0,11890.0,305851,5000.0,0,5000.0,0.0,0,0.0,5000,,21.28712871287128,12325.0,13009.5,0.0,0.0,0.0,0.0,-1.4723,457480.KS,0.4147,Hold,0.0,8.64764131243836,7,391.0406799316406
2023-08-18,11585.0,11705.0,11710.0,11550.0,11585.0,276344,5000.0,0,5000.0,0.0,0,0.0,5000,,23.035714285714278,12134.0,12912.75,0.0,0.0,0.0,0.0,-1.6487,457480.KS,0.4057,Hold,0.0,8.802034652049606,7,391.4017333984375
2023-08-21,11560.0,11580.0,11585.0,11540.0,11560.0,481537,5000.0,0,5000.0,0.0,0,0.0,5000,,24.293785310734464,11910.0,12812.5,0.0,0.0,0.0,0.0,-1.6942,457480.KS,0.4081,Hold,0.0,9.907830783001977,7,393.9876708984375
2023-08-22,12100.0,12440.0,12490.0,12075.0,12100.0,428758,5000.0,0,5000.0,0.0,0,0.0,5000,,32.8881469115192,11856.0,12737.0,0.0,0.0,0.0,0.0,-1.3565,457480.KS,0.4063,Hold,0.0,9.436311879542153,7,392.885009765625
2023-08-23,12065.0,12100.0,12145.0,11860.0,12065.0,160943,5000.0,0,5000.0,0.0,0,0.0,5000,,35.94890510948905,11840.0,12659.25,0.0,0.0,0.0,0.0,-1.0884,457480.KS,0.3841,Hold,0.0,11.247337531746403,7,397.1201477050781
2023-08-24,12275.0,12340.0,12340.0,12225.0,12275.0,603861,5000.0,0,5000.0,0.0,0,0.0,5000,,39.586919104991395,11917.0,12571.0,0.0,0.0,0.0,0.0,-0.748,457480.KS,0.4003,Hold,0.0,8.989809629960682,7,391.8408508300781
