Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,avg_buy_price,rate_vs,shares_vs,Close_vs
2023-11-03,10400.0,10410.0,10480.0,10305.0,10400.0,548177,8000.0,0,8000.0,0.0,0,0.0,8000,,30.226364846870837,10053.0,11033.25,11922.1667,0.0,0.0,0.0,-0.5652,457480.KS,0.4021,Hold,0.0,6.8617512093878545,15,391.2785949707031
2023-11-06,10520.0,10540.0,10550.0,10420.0,10520.0,404148,8000.0,0,8000.0,0.0,0,0.0,8000,,29.475100942126517,10106.0,10951.25,11878.5,0.0,0.0,0.0,-0.1139,457480.KS,0.4069,Hold,0.0,7.180920204432702,15,392.0328674316406
2023-11-07,10475.0,10505.0,10505.0,10415.0,10475.0,547651,8000.0,0,8000.0,0.0,0,0.0,8000,,30.123796423658874,10263.0,10868.75,11837.9167,0.0,0.0,0.0,0.1903,457480.KS,0.4002,Hold,0.0,7.649317104750985,15,393.1398010253906
2023-11-08,10505.0,10580.0,10585.0,10475.0,10505.0,439529,8000.0,0,8000.0,0.0,0,0.0,8000,,39.198606271777,10395.0,10781.25,11798.9167,0.0,0.0,0.0,0.4312,457480.KS,0.3903,Hold,0.0,7.786109351251675,15,393.4630737304688
2023-11-09,10575.0,10565.0,10610.0,10480.0,10575.0,559844,8000.0,0,8000.0,0.0,0,0.0,8000,,49.07597535934292,10495.0,10688.25,11761.4167,0.0,0.0,0.0,0.6432,457480.KS,0.4093,Hold,0.0,6.530146555570248,15,390.4949340820313
2023-11-10,10155.0,10205.0,10225.0,10135.0,10155.0,526391,8000.0,0,8000.0,0.0,0,0.0,8000,,46.22823984526112,10446.0,10583.0,11721.6667,0.0,0.0,0.0,0.5271,457480.KS,0.3965,Hold,0.0,9.108356920017918,15,396.5878601074219
2023-11-13,10395.0,10375.0,10455.0,10375.0,10395.0,190100,8000.0,0,8000.0,0.0,0,0.0,8000,,49.90990990990991,10421.0,10508.5,11683.5833,0.0,0.0,0.0,0.6099,457480.KS,0.4032,Hold,0.0,8.938415830246505,15,396.1862487792969
2023-11-14,10695.0,10705.0,10705.0,10635.0,10695.0,380602,8000.0,0,8000.0,0.0,0,0.0,8000,,53.51170568561873,10465.0,10441.0,11655.6667,0.0,0.0,0.0,0.8495,457480.KS,0.3848,Hold,0.0,12.159083577461494,15,403.7974548339844
2023-11-15,11165.0,11180.0,11210.0,11145.0,11165.0,557906,8000.0,0,8000.0,0.0,0,0.0,8000,,66.7741935483871,10597.0,10403.25,11639.3333,0.0,0.0,0.0,1.2744,457480.KS,0.3908,Hold,0.0,12.532140427188416,15,404.6790771484375
2023-11-16,11205.0,11300.0,11350.0,11205.0,11205.0,502067,8000.0,0,8000.0,0.0,0,0.0,8000,,66.28477905073649,10723.0,10407.25,11627.9167,0.0,0.0,0.0,1.5284,457480.KS,0.3881,Hold,0.0,12.77255025000563,15,405.2472229003906
2023-11-17,10900.0,10935.0,10935.0,10835.0,10900.0,248168,8000.0,0,8000.0,0.0,0,0.0,8000,,59.72850678733032,10872.0,10421.25,11616.5,0.0,0.0,0.0,1.4536,457480.KS,0.3821,Hold,0.0,13.025408645052288,15,405.84478759765625
2023-11-20,10980.0,10900.0,11040.0,10900.0,10980.0,247798,8000.0,0,8000.0,0.0,0,0.0,8000,,72.79151943462898,10989.0,10452.75,11606.8333,0.0,0.0,0.0,1.4034,457480.KS,0.3733,Hold,0.0,14.318665503595419,15,408.9010620117188
2023-11-21,11100.0,11065.0,11135.0,11060.0,11100.0,375160,8000.0,0,8000.0,0.0,0,0.0,8000,,72.45080500894454,11070.0,10487.75,11590.1667,0.0,0.0,0.0,1.3914,457480.KS,0.3726,Hold,0.0,13.866836568184148,15,407.8332824707031
2023-11-22,11210.0,11220.0,11220.0,11165.0,11210.0,316864,8000.0,0,8000.0,0.0,0,0.0,8000,,71.21495327102804,11079.0,10524.0,11575.9167,0.0,0.0,0.0,1.3941,457480.KS,0.3669,Hold,0.0,14.612963181094663,15,409.5965576171875
2023-11-24,11015.0,11000.0,11020.0,10980.0,11015.0,111504,8000.0,0,8000.0,0.0,0,0.0,8000,,59.880239520958085,11056.0,10606.75,11540.5,0.0,0.0,0.0,1.0524,457480.KS,0.366,Hold,0.0,14.708277404772694,15,409.8218078613281
2023-11-27,10945.0,11045.0,11045.0,10945.0,10945.0,179608,8000.0,0,8000.0,0.0,0,0.0,8000,,59.28853754940712,11049.0,10641.25,11519.5,0.0,0.0,0.0,0.8744,457480.KS,0.3665,Hold,0.0,14.405702201548259,15,409.1067504882813
2023-11-28,10895.0,10955.0,10955.0,10865.0,10895.0,87504,8000.0,0,8000.0,0.0,0,0.0,8000,,57.64705882352941,11008.0,10701.5,11498.3333,0.0,0.0,0.0,0.6966,457480.KS,0.3643,Hold,0.0,14.575630377862986,15,409.5083312988281
2023-11-29,11140.0,11170.0,11195.0,11140.0,11140.0,599263,8000.0,0,8000.0,0.0,0,0.0,8000,,60.366972477064216,10994.0,10766.25,11470.1667,0.0,0.0,0.0,0.6989,457480.KS,0.3641,Hold,0.0,14.463722362364571,15,409.2438659667969
2023-11-30,11130.0,11125.0,11185.0,11085.0,11130.0,285365,8000.0,0,8000.0,0.0,0,0.0,8000,,71.05831533477323,11025.0,10819.0,11441.9167,11892.2083,0.0,0.0,0.6633,457480.KS,0.3706,Hold,0.0,15.135222109181704,15,410.8307800292969
2023-12-01,11010.0,11050.0,11050.0,10310.0,11010.0,833659,9000.0,0,9000.0,0.0,0,0.0,9000,"Monthly invest 11.1% of total investment ($1,000.00)",64.00911161731207,11024.0,10849.5,11411.8333,11900.5833,0.0,0.0,0.5403,457480.KS,0.3579,Hold,0.0,15.462820362764923,17,413.240478515625
2023-12-04,11085.0,11010.0,11100.0,11010.0,11085.0,107752,9000.0,0,9000.0,0.0,0,0.0,9000,,59.898477157360404,11052.0,10877.75,11389.5833,11909.4167,0.0,0.0,0.4814,457480.KS,0.3652,Hold,0.0,14.588349716755395,17,411.1638488769531
2023-12-05,10925.0,10950.0,11005.0,10895.0,10925.0,159961,9000.0,0,9000.0,0.0,0,0.0,9000,,42.7710843373494,11058.0,10900.25,11363.5833,11914.0833,0.0,0.0,0.3281,457480.KS,0.3561,Hold,0.0,14.534709725625099,17,411.0364685058594
2023-12-06,11135.0,11030.0,11180.0,11030.0,11135.0,123874,9000.0,0,9000.0,0.0,0,0.0,9000,,48.08743169398907,11057.0,10931.75,11336.0,11920.0417,0.0,0.0,0.3378,457480.KS,0.3531,Hold,0.0,13.812844468851871,17,409.3222351074219
2023-12-07,11210.0,11135.0,11235.0,11135.0,11210.0,171306,9000.0,0,9000.0,0.0,0,0.0,9000,,59.6875,11073.0,10963.5,11314.5833,11924.375,0.0,0.0,0.3696,457480.KS,0.3563,Hold,0.0,15.161721897939096,17,412.52545166015625
2023-12-08,11265.0,11330.0,11350.0,11235.0,11265.0,245403,9000.0,0,9000.0,0.0,0,0.0,9000,,59.047619047619044,11124.0,11019.0,11296.9167,11930.7917,0.0,0.0,0.4011,457480.KS,0.3547,Hold,0.0,15.900087813220075,17,414.2788696289063
2023-12-11,11420.0,11350.0,11455.0,11350.0,11420.0,225774,9000.0,0,9000.0,0.0,0,0.0,9000,,59.93788819875776,11191.0,11070.25,11283.8333,11938.125,0.0,0.0,0.4869,457480.KS,0.3557,Hold,0.0,16.57656340811689,17,415.8853149414063
2023-12-12,11270.0,11365.0,11365.0,11270.0,11270.0,133933,9000.0,0,9000.0,0.0,0,0.0,9000,,51.81818181818182,11260.0,11099.0,11255.9167,11940.75,0.0,0.0,0.4259,457480.KS,0.3478,Hold,0.0,17.446947442439885,17,417.9522399902344
2023-12-13,11190.0,11245.0,11245.0,11175.0,11190.0,235952,9000.0,0,9000.0,0.0,0,0.0,9000,,57.19063545150502,11271.0,11100.25,11231.5,11940.8333,0.0,0.0,0.3158,457480.KS,0.3391,Hold,0.0,19.84356528284807,17,423.6435546875
2023-12-14,11210.0,11295.0,11295.0,11160.0,11210.0,565446,9000.0,0,9000.0,0.0,0,0.0,9000,,56.610169491525426,11271.0,11100.5,11205.0,11940.7917,0.0,0.0,0.2374,457480.KS,0.3345,Hold,0.0,20.36743548850854,17,424.8876037597656
2023-12-15,11605.0,11500.0,11640.0,11500.0,11605.0,497695,9000.0,0,9000.0,0.0,0,0.0,9000,,68.33333333333333,11339.0,11135.75,11183.5,11942.8333,0.0,0.0,0.3961,457480.KS,0.3308,Hold,0.0,20.095174623130823,17,424.2410583496094
2023-12-18,11635.0,11620.0,11750.0,11620.0,11635.0,222451,9000.0,0,9000.0,0.0,0,0.0,9000,,70.78651685393258,11382.0,11168.5,11165.5,11943.0833,0.0,0.0,0.4846,457480.KS,0.3354,Hold,0.0,21.105801403789506,17,426.6410217285156
2023-12-19,11685.0,11635.0,11690.0,11545.0,11685.0,227568,9000.0,0,9000.0,0.0,0,0.0,9000,,67.19242902208202,11465.0,11197.75,11152.6667,11941.9167,0.0,0.0,0.5346,457480.KS,0.3358,Hold,0.0,22.19890577502661,17,429.2368469238281
2023-12-20,11800.0,11760.0,11855.0,11760.0,11800.0,189071,9000.0,0,9000.0,0.0,0,0.0,9000,,69.8224852071006,11587.0,11227.25,11141.9167,11942.875,0.0,0.0,0.593,457480.KS,0.3431,Hold,0.0,19.58987408378163,17,423.0411071777344
2023-12-21,11495.0,11455.0,11505.0,11415.0,11495.0,192393,9000.0,0,9000.0,0.0,0,0.0,9000,,62.93333333333334,11644.0,11253.25,11129.0,11934.2083,0.0,0.0,0.4174,457480.KS,0.3465,Hold,0.0,21.32536039958763,17,427.1624145507813
2023-12-22,11730.0,11735.0,11750.0,11630.0,11730.0,349998,9000.0,0,9000.0,0.0,0,0.0,9000,,65.84766584766584,11669.0,11289.0,11124.8333,11927.3333,0.0,0.0,0.406,457480.KS,0.3387,Hold,0.0,21.743724058247643,17,428.1559143066406
2023-12-26,11625.0,11730.0,11730.0,11605.0,11625.0,251710,9000.0,0,9000.0,0.0,0,0.0,9000,,67.67676767676767,11667.0,11323.0,11123.5833,11919.125,0.0,0.0,0.3071,457480.KS,0.3368,Hold,0.0,22.49342453801757,17,429.9362487792969
2023-12-27,11815.0,11755.0,11855.0,11755.0,11815.0,216076,9000.0,0,9000.0,0.0,0,0.0,9000,,67.34693877551021,11693.0,11369.0,11124.25,11909.9583,0.0,0.0,0.322,457480.KS,0.3239,Hold,0.0,22.824748508147316,17,430.7230529785156
2023-12-28,12120.0,11900.0,12140.0,11900.0,12120.0,189769,9000.0,0,9000.0,0.0,0,0.0,9000,,70.77625570776256,11757.0,11418.0,11131.5833,11903.5417,0.0,0.0,0.4685,457480.KS,0.3272,Hold,0.0,22.853753170337306,17,430.79193115234375
2024-01-02,11755.0,11795.0,11800.0,11720.0,11755.0,661842,10000.0,0,10000.0,0.0,0,0.0,10000,"Monthly invest 10.0% of total investment ($1,000.00)",59.8,11809.0,11449.25,11132.25,11894.2083,0.0,0.0,0.3199,457480.KS,0.3428,Hold,0.0,20.47970912450834,20,426.8968505859375
2024-01-03,11590.0,11670.0,11690.0,11580.0,11590.0,307155,10000.0,0,10000.0,0.0,0,0.0,10000,,53.38645418326693,11781.0,11478.25,11120.3333,11881.7083,0.0,0.0,0.1047,457480.KS,0.3481,Hold,0.0,19.149482684078656,20,423.7296447753906
2024-01-04,11240.0,11250.0,11270.0,11195.0,11240.0,304131,10000.0,0,10000.0,0.0,0,0.0,10000,,49.44649446494465,11704.0,11486.0,11105.0,11866.7917,0.0,0.0,-0.2428,457480.KS,0.3549,Hold,0.0,18.587632708492727,20,422.3919067382813
2024-01-05,11205.0,11245.0,11255.0,11205.0,11205.0,282299,10000.0,0,10000.0,0.0,0,0.0,10000,,50.28142589118198,11582.0,11500.0,11089.6667,11846.0417,0.0,0.0,-0.482,457480.KS,0.351,Hold,0.0,18.814859270992734,20,422.9329223632813
2024-01-08,11205.0,11200.0,11270.0,11195.0,11205.0,145033,10000.0,0,10000.0,0.0,0,0.0,10000,,49.90548204158791,11399.0,11503.5,11072.1667,11832.1667,0.0,0.0,-0.6202,457480.KS,0.3436,Hold,0.0,21.35552089208648,20,428.9821166992188
2024-01-09,11375.0,11400.0,11400.0,11340.0,11375.0,192889,10000.0,0,10000.0,0.0,0,0.0,10000,,45.247933884297524,11323.0,11511.75,11054.5,11816.5417,0.0,0.0,-0.5916,457480.KS,0.3421,Hold,0.0,20.91761500829741,20,427.9394836425781
2024-01-10,11265.0,11285.0,11290.0,11200.0,11265.0,161360,10000.0,0,10000.0,0.0,0,0.0,10000,,42.599999999999994,11258.0,11511.75,11037.9167,11803.3333,0.0,0.0,-0.6143,457480.KS,0.3434,Hold,0.0,22.103261370602077,20,430.762451171875
2024-01-11,11270.0,11265.0,11300.0,11210.0,11270.0,222877,10000.0,0,10000.0,0.0,0,0.0,10000,,41.54786150712831,11264.0,11504.25,11027.6667,11794.5833,0.0,0.0,-0.6027,457480.KS,0.3362,Hold,0.0,22.041302142086487,20,430.6149291992188
2024-01-12,10985.0,11060.0,11060.0,10955.0,10985.0,352145,10000.0,0,10000.0,0.0,0,0.0,10000,,34.47619047619047,11220.0,11490.0,11010.0,11780.4583,0.0,0.0,-0.7315,457480.KS,0.3385,Hold,0.0,22.123910174313032,20,430.8116149902344
2024-01-16,10845.0,10740.0,10865.0,10720.0,10845.0,121975,10000.0,0,10000.0,0.0,0,0.0,10000,,31.901840490797554,11020.0,11449.0,10985.5833,11740.4583,0.0,0.0,-0.9369,457480.KS,0.3595,Hold,0.0,21.50838099950834,20,429.3460693359375
2024-01-17,10960.0,10985.0,11060.0,10960.0,10960.0,209947,10000.0,0,10000.0,0.0,0,0.0,10000,,36.45621181262729,10959.0,11416.75,10991.25,11719.125,0.0,0.0,-0.8339,457480.KS,0.3711,Hold,0.0,20.504497942867722,20,426.9558715820313
2024-01-19,10730.0,10705.0,10770.0,10685.0,10730.0,181964,10000.0,0,10000.0,0.0,0,0.0,10000,,28.256513026052104,10851.0,11371.5,10997.5833,11695.5,0.0,0.0,-0.8579,457480.KS,0.3591,Hold,0.0,24.31343959325833,20,436.0247802734375
2024-01-22,10780.0,10735.0,10800.0,10700.0,10780.0,303836,10000.0,0,10000.0,0.0,0,0.0,10000,,20.089285714285708,10810.0,11326.25,11003.9167,11671.9167,0.0,0.0,-0.7982,457480.KS,0.3542,Hold,0.0,24.73068385595365,20,437.0182189941406
2024-01-23,10610.0,10685.0,10685.0,10600.0,10610.0,328178,10000.0,0,10000.0,0.0,0,0.0,10000,,22.004889975550114,10785.0,11266.75,11006.0,11646.8333,0.0,0.0,-0.8144,457480.KS,0.3497,Hold,0.0,25.275986590328664,20,438.3165588378906
2024-01-24,10670.0,10605.0,10705.0,10605.0,10670.0,469147,10000.0,0,10000.0,0.0,0,0.0,10000,,26.288659793814432,10750.0,11225.5,11015.0833,11618.75,0.0,0.0,-0.7426,457480.KS,0.3601,Hold,0.0,25.42883388036774,20,438.6804809570313
2024-01-25,10315.0,10285.0,10350.0,10240.0,10315.0,697810,10000.0,0,10000.0,0.0,0,0.0,10000,,26.221079691516707,10621.0,11154.75,11016.8333,11591.125,0.0,0.0,-0.8603,457480.KS,0.3608,Hold,0.0,26.465772967281772,20,441.1493835449219
2024-01-26,9760.0,9750.0,9855.0,9705.0,9760.0,1322172,10000.0,0,10000.0,0.0,0,0.0,10000,,20.689655172413794,10427.0,11061.5,11008.5833,11563.3333,0.0,0.0,-1.2126,457480.KS,0.3593,Hold,0.0,26.354236102047388,20,440.8838195800781
2024-01-29,9715.0,10000.0,10000.0,9705.0,9715.0,696448,10000.0,0,10000.0,0.0,0,0.0,10000,,20.318725099601593,10214.0,10956.5,11009.0,11536.5833,0.0,0.0,-1.3941,457480.KS,0.3596,Hold,0.0,27.700996966305233,20,444.0903930664063
2024-01-30,9895.0,10190.0,10195.0,9895.0,9895.0,1021018,10000.0,0,10000.0,0.0,0,0.0,10000,,20.634920634920633,10071.0,10845.25,11009.8333,11509.6667,0.0,0.0,-1.3175,457480.KS,0.3549,Hold,0.0,27.568798479977083,20,443.775634765625
2024-01-31,9655.0,9765.0,9765.0,9630.0,9655.0,437098,10000.0,0,10000.0,0.0,0,0.0,10000,,19.62264150943396,9868.0,10740.25,11002.8333,11483.1667,0.0,0.0,-1.3341,457480.KS,0.3618,Hold,0.0,24.532398943844264,20,436.5461120605469
2024-02-01,9665.0,9655.0,9685.0,9625.0,9665.0,1009903,11000.0,0,11000.0,0.0,0,0.0,11000,"Monthly invest 9.1% of total investment ($1,000.00)",19.774011299435017,9738.0,10644.0,10990.5833,11456.375,0.0,0.0,-1.2532,457480.KS,0.3477,Hold,0.0,26.167915058495858,22,442.2903442382813
2024-02-02,9640.0,9795.0,9795.0,9615.0,9640.0,624818,11000.0,0,11000.0,0.0,0,0.0,11000,,21.92066805845512,9714.0,10564.0,10975.9167,11427.2083,0.0,0.0,-1.1332,457480.KS,0.3582,Hold,0.0,28.067519154779625,22,446.8346557617188
2024-02-05,9700.0,9700.0,9770.0,9660.0,9700.0,231046,11000.0,0,11000.0,0.0,0,0.0,11000,,26.530612244897966,9711.0,10488.75,10963.0,11400.4583,0.0,0.0,-0.938,457480.KS,0.3669,Hold,0.0,27.384974109734593,22,445.2018432617188
2024-02-06,9545.0,9545.0,9590.0,9485.0,9545.0,410378,11000.0,0,11000.0,0.0,0,0.0,11000,,21.111111111111114,9641.0,10405.75,10947.0,11372.9583,0.0,0.0,-0.8389,457480.KS,0.3527,Hold,0.0,27.96472407454312,22,446.5887451171875
2024-02-07,9655.0,9620.0,9690.0,9620.0,9655.0,415409,11000.0,0,11000.0,0.0,0,0.0,11000,,20.93541202672607,9641.0,10319.75,10931.6667,11346.5417,0.0,0.0,-0.6353,457480.KS,0.3508,Hold,0.0,29.498383808495852,22,450.2576293945313
2024-02-08,9855.0,9810.0,9875.0,9805.0,9855.0,486636,11000.0,0,11000.0,0.0,0,0.0,11000,,30.24830699774266,9679.0,10249.25,10926.6667,11324.1667,0.0,0.0,-0.3157,457480.KS,0.3539,Hold,0.0,29.625850728540875,22,450.56256103515625
2024-02-13,10005.0,9870.0,10010.0,9870.0,10005.0,466498,11000.0,0,11000.0,0.0,0,0.0,11000,,33.261339092872575,9752.0,10186.0,10920.1667,11301.875,0.0,0.0,0.03,457480.KS,0.3999,Hold,0.0,27.94006499163209,22,446.5297546386719
2024-02-14,9870.0,9940.0,9940.0,9845.0,9870.0,232257,11000.0,0,11000.0,0.0,0,0.0,11000,,33.7719298245614,9786.0,10130.25,10906.4167,11281.0417,0.0,0.0,0.1919,457480.KS,0.3816,Hold,0.0,29.716309888873077,22,450.7789611816406
2024-02-15,10095.0,10160.0,10160.0,10050.0,10095.0,451811,11000.0,0,11000.0,0.0,0,0.0,11000,,38.24130879345604,9896.0,10098.25,10888.5833,11263.9583,0.0,0.0,0.4598,457480.KS,0.3752,Hold,0.0,30.99092806173342,22,453.8281555175781
2024-02-16,10545.0,10525.0,10545.0,10465.0,10545.0,612805,11000.0,0,11000.0,0.0,0,0.0,11000,,54.527559055118104,10074.0,10083.25,10877.5833,11252.75,0.0,0.0,0.9218,457480.KS,0.3814,Hold,0.0,30.020574651682757,22,451.5068359375
2024-02-20,10510.0,10535.0,10535.0,10485.0,10510.0,278042,11000.0,0,11000.0,0.0,0,0.0,11000,,70.12658227848101,10311.0,10051.0,10863.6667,11235.25,0.0,0.0,1.2982,457480.KS,0.3928,Hold,0.0,28.98442116421092,22,449.0281066894531
2024-02-21,10220.0,10170.0,10235.0,10160.0,10220.0,330557,11000.0,0,11000.0,0.0,0,0.0,11000,,57.79376498800959,10381.0,10023.0,10849.0,11219.5833,0.0,0.0,1.1431,457480.KS,0.3955,Hold,0.0,29.17354216998232,22,449.48052978515625
2024-02-22,10305.0,10390.0,10390.0,10300.0,10305.0,454632,11000.0,0,11000.0,0.0,0,0.0,11000,,66.83937823834196,10423.0,10007.75,10833.9167,11204.9167,0.0,0.0,1.0605,457480.KS,0.3863,Hold,0.0,33.12074313070864,22,458.9231872558594
2024-02-23,10515.0,10490.0,10525.0,10470.0,10515.0,527356,11000.0,0,11000.0,0.0,0,0.0,11000,,69.95305164319248,10417.0,10000.0,10826.25,11190.25,0.0,0.0,1.1028,457480.KS,0.3715,Hold,0.0,33.20708181314108,22,459.1297302246094
2024-02-26,10330.0,10345.0,10385.0,10315.0,10330.0,328155,11000.0,0,11000.0,0.0,0,0.0,11000,,65.06550218340611,10376.0,10000.75,10814.8333,11177.6667,0.0,0.0,0.9725,457480.KS,0.3721,Hold,0.0,32.50401091998234,22,457.4478149414063
2024-02-27,10615.0,10625.0,10645.0,10605.0,10615.0,309124,11000.0,0,11000.0,0.0,0,0.0,11000,,68.19085487077535,10397.0,10043.5,10809.3333,11164.4167,0.0,0.0,1.0306,457480.KS,0.3721,Hold,0.0,32.857606605511585,22,458.293701171875
2024-02-28,10720.0,10700.0,10780.0,10690.0,10720.0,385543,11000.0,0,11000.0,0.0,0,0.0,11000,,73.83367139959432,10497.0,10093.75,10806.4167,11152.375,0.0,0.0,1.0887,457480.KS,0.3739,Hold,0.0,32.561570041603964,22,457.5855102539063
2024-02-29,10805.0,10775.0,10815.0,10740.0,10805.0,392569,11000.0,0,11000.0,0.0,0,0.0,11000,,73.56557377049181,10597.0,10139.25,10800.8333,11135.5,0.0,0.0,1.1282,457480.KS,0.3674,Hold,0.0,33.268786926457544,22,459.27734375
2024-03-04,11060.0,10970.0,11090.0,10935.0,11060.0,574929,12000.0,0,12000.0,0.0,0,0.0,12000,"Monthly invest 8.3% of total investment ($1,000.00)",74.14829659318637,10706.0,10209.5,10799.6667,11120.7917,0.0,0.0,1.2539,457480.KS,0.3641,Hold,0.0,34.04653500373288,24,463.1527099609375
2024-03-05,10485.0,10450.0,10515.0,10445.0,10485.0,916346,11947.575,0,1462.5750000000007,10485.0,1,-0.43687499999999213,12000,cash_12%_Buy 90% of cash (1 shares - Safe - MRI:0.37),58.21917808219178,10737.0,10250.5,10790.9167,11101.375,0.0,10537.425,0.9208,457480.KS,0.3695,Hold,10537.425,32.114890891009686,24,458.5101318359375
2024-03-06,10110.0,10260.0,10260.0,10095.0,10110.0,833340,11572.575,0,1462.5750000000007,10110.0,1,-3.561874999999992,12000,,53.79746835443037,10636.0,10274.0,10774.6667,11082.125,0.0,10537.425,0.4374,457480.KS,0.3685,Hold,10537.425,33.12573825516288,24,460.9396362304688
2024-03-07,9970.0,10030.0,10030.0,9965.0,9970.0,646782,11432.575,0,1462.5750000000007,9970.0,1,-4.728541666666663,12000,,47.96747967479675,10486.0,10287.5,10758.75,11061.1667,0.0,10537.425,0.0253,457480.KS,0.3664,Hold,10537.425,35.024673627651715,24,465.5036010742188
2024-03-08,10080.0,10050.0,10150.0,10050.0,10080.0,480159,11542.575,0,1462.5750000000007,10080.0,1,-3.811874999999998,12000,,41.49908592321756,10341.0,10314.25,10741.1667,11038.5833,0.0,10537.425,-0.1673,457480.KS,0.3706,Hold,10537.425,33.8501174949264,24,462.6806335449219
2024-03-11,9890.0,9920.0,9935.0,9780.0,9890.0,520173,11352.575,0,1462.5750000000007,9890.0,1,-5.395208333333324,12000,,38.936535162950264,10107.0,10326.0,10719.1667,11016.875,0.0,10537.425,-0.3967,457480.KS,0.3754,Hold,10537.425,33.690497318883565,24,462.2969970703125
2024-03-12,10040.0,9920.0,10050.0,9920.0,10040.0,380042,11502.575,0,1462.5750000000007,10040.0,1,-4.145208333333327,12000,,42.26973684210526,10018.0,10335.25,10698.75,10997.8333,0.0,10537.425,-0.4257,457480.KS,0.3638,Hold,10537.425,35.74904016992293,24,467.24456787109375
2024-03-13,10120.0,10060.0,10135.0,10060.0,10120.0,333702,11582.575,0,1462.5750000000007,10120.0,1,-3.478541666666657,12000,,48.233215547703175,10020.0,10341.0,10677.0833,10980.4583,0.0,10537.425,-0.3692,457480.KS,0.365,Hold,10537.425,35.45436946549,24,466.5363464355469
2024-03-14,9750.0,9820.0,9820.0,9750.0,9750.0,628003,11212.575,0,1462.5750000000007,9750.0,1,-6.561874999999995,12000,,41.091492776886035,9976.0,10335.0,10651.75,10953.8333,0.0,10537.425,-0.5427,457480.KS,0.3796,Hold,10537.425,35.028762220181,24,465.513427734375
2024-03-15,9385.0,9555.0,9555.0,9375.0,9385.0,855123,10847.575,0,1462.5750000000007,9385.0,1,-9.60354166666666,12000,,32.7217125382263,9837.0,10299.5,10621.6667,10926.5833,0.0,10537.425,-0.8512,457480.KS,0.3812,Hold,10537.425,33.69459860890516,24,462.3068542480469
2024-03-18,9610.0,9425.0,9615.0,9425.0,9610.0,943662,11072.575,0,1462.5750000000007,9610.0,1,-7.728541666666655,12000,,39.12386706948641,9781.0,10252.75,10595.0,10900.0,0.0,10537.425,-0.854,457480.KS,0.3824,Hold,10537.425,34.89780028432025,24,465.19866943359375
2024-03-19,10000.0,9960.0,10005.0,9915.0,10000.0,627458,11462.575,0,1462.5750000000007,10000.0,1,-4.478541666666658,12000,,40.99560761346998,9773.0,10226.0,10568.25,10875.875,0.0,10537.425,-0.554,457480.KS,0.3737,Hold,10537.425,35.98231849895476,24,467.8052368164063
2024-03-20,9885.0,9900.0,9900.0,9850.0,9885.0,679360,11347.575,0,1462.5750000000007,9885.0,1,-5.436874999999997,12000,,37.81021897810219,9726.0,10194.75,10539.0833,10852.2917,0.0,10537.425,-0.4003,457480.KS,0.3633,Hold,10537.425,37.68070967763078,24,471.88720703125
2024-03-21,10075.0,10100.0,10130.0,10065.0,10075.0,572312,11537.575,0,1462.5750000000007,10075.0,1,-3.85354166666666,12000,,39.660056657223805,9791.0,10187.5,10512.25,10832.4583,0.0,10537.425,-0.1505,457480.KS,0.3612,Hold,10537.425,38.33550665944228,24,473.4609680175781
2024-03-22,9960.0,9925.0,10000.0,9920.0,9960.0,446692,11422.575,0,1462.5750000000007,9960.0,1,-4.811874999999999,12000,,33.775811209439524,9906.0,10170.25,10481.5833,10811.75,0.0,10537.425,-0.048,457480.KS,0.3607,Hold,10537.425,38.078077700004506,24,472.8422546386719
2024-03-25,9845.0,9930.0,9930.0,9810.0,9845.0,340481,11307.575,0,1462.5750000000007,9845.0,1,-5.7702083333333265,12000,,39.07849829351536,9953.0,10136.75,10454.0833,10791.5417,0.0,10537.425,-0.0433,457480.KS,0.3643,Hold,10537.425,37.56898444264542,24,471.6186828613281
2024-03-26,9950.0,9985.0,9985.0,9870.0,9950.0,337624,11412.575,0,1462.5750000000007,9950.0,1,-4.895208333333323,12000,,46.99248120300753,9943.0,10117.75,10424.4167,10774.625,0.0,10537.425,0.0406,457480.KS,0.3642,Hold,10537.425,37.018814797608435,24,470.29638671875
2024-03-27,10135.0,10080.0,10150.0,10080.0,10135.0,1071906,11597.575,0,1462.5750000000007,10135.0,1,-3.3535416666666595,12000,,53.04990757855822,9993.0,10093.75,10399.5833,10761.5833,0.0,10537.425,0.2209,457480.KS,0.3567,Hold,10537.425,38.7267925829914,24,474.4013977050781
2024-03-28,10200.0,10200.0,10250.0,10180.0,10200.0,568409,11662.575,0,1462.5750000000007,10200.0,1,-2.811874999999997,12000,,52.25563909774436,10018.0,10067.75,10372.6667,10748.4583,0.0,10537.425,0.3748,457480.KS,0.3586,Hold,10537.425,38.702159447877,24,474.3421936035156
2024-04-01,10160.0,10060.0,10175.0,10060.0,10160.0,735128,12622.575,0,2462.5750000000007,10160.0,1,-2.903269230769223,13000,"Monthly invest 7.7% of total investment ($1,000.00)",52.34374999999999,10101.0,9985.5,10311.75,10722.0,0.0,10537.425,0.4246,457480.KS,0.3768,Hold,10537.425,37.578155752492144,26,473.7205200195313
