Date,rate_ADBE_5D,rate_VOO_20D
2015-01,-2.9833732624053977,-1.523685333251934
2015-02,9.646827925364176,3.8193077952067167
2015-03,-0.0847832450866614,0.9901244316101064
2015-04,2.381576575469979,1.7522093414306772
2015-05,5.861679089864103,2.453408482869479
2015-06,7.345557168143157,0.0479142412458388
2015-07,7.659218112945565,2.024262302398694
2015-08,2.386595769246447,-4.4688311191134815
2015-09,7.178944915390018,-6.13199777221678
2015-10,14.627180480610246,2.2884376123601724
2015-11,16.822450852394113,2.3917738113403475
2015-12,18.52564891551092,0.3309267355112055
2016-01,11.332106917517535,-4.520254652840738
2016-02,5.588969152069101,-4.44679270884194
2016-03,15.638220686435725,2.19316387414934
2016-04,15.121746614792798,2.3531832243975703
2016-05,20.569430117077303,3.931893143971754
2016-06,15.01450186578852,4.021002063550472
2016-07,16.72674647045136,7.586321348190328
2016-08,21.16886919566565,7.334840830121725
2016-09,27.46253798831593,7.009793694582855
2016-10,25.055123779131016,4.799591049857765
2016-11,18.610116875648508,8.481887054443371
2016-12,18.13796931884766,10.37084561828614
2017-01,29.274224445343023,11.881570897028991
2017-02,33.77472906042029,15.731038027445488
2017-03,45.67341251373291,15.255094614301411
2017-04,48.09138678715148,15.904097933539042
2017-05,55.31847250289918,16.961086405690516
2017-06,53.0750130135321,17.09804716860863
2017-07,56.86475224757197,18.944069967985165
2017-08,64.27667428588867,18.69252773007481
2017-09,56.130431914385646,20.535206263598283
2017-10,81.40746531284877,22.706207889011942
2017-11,85.56351245286731,25.777882799572428
2017-12,76.98469746295828,26.675126465462352
2018-01,99.36137618115076,32.95730252456666
2018-02,106.03159584925726,27.213775690518904
2018-03,110.1655511865616,23.43628333454133
2018-04,112.79643064861764,23.339045998922224
2018-05,136.29802779097787,25.72495583379837
2018-06,127.98391857306903,26.0342322236882
2018-07,125.87190412798796,29.8876942213232
2018-08,140.19036581319173,33.36153396046959
2018-09,142.89538146873144,33.39098672734138
2018-10,118.333975282385,23.59530395946099
2018-11,120.36190587774917,25.3905225815773
2018-12,96.47935149990784,13.827164148291772
2019-01,113.13186624679568,22.51017244613649
2019-02,123.39973010657816,26.01116077123904
2019-03,124.36345751410263,27.899125141730696
2019-04,140.901884379117,32.47433552839172
2019-05,123.22971433809067,23.51641859859892
2019-06,140.4115365873857,31.66977202786532
2019-07,141.2463604132789,32.990069599424096
2019-08,127.30790576934815,30.24955149841311
2019-09,118.59373285924976,32.281735909034495
2019-10,117.91394493038374,34.61593870389259
2019-11,140.48285649070738,38.86550999221803
2019-12,153.7980853577911,42.34137690384663
2020-01,167.52536080551147,41.587490880904674
2020-02,160.28613407304553,29.50814894007125
2020-03,137.711719314456,12.934547791242611
2020-04,161.8607445398184,27.170163799344586
2020-05,183.61570040928237,32.78022239800655
2020-06,216.1930766331687,34.707966305633086
2020-07,219.4600706027536,42.06136234754676
2020-08,265.4036986584871,51.27180723173724
2020-09,245.4215893159049,44.86265720498221
2020-10,211.72340004730225,40.55196939559724
2020-11,230.43662807517583,55.282583765665706
2020-12,242.07064066189284,60.287148937068594
2021-01,210.83773138231848,57.85631410588445
2021-02,208.5939646416219,61.39796354309084
2021-03,216.24930071911055,67.89237118931821
2021-04,235.1227087831373,75.82075219330231
2021-05,229.66072590020988,76.00631836328753
2021-06,279.20179925933064,78.98793829809263
2021-07,298.7853239670754,82.33950322589878
2021-08,321.79262863356985,86.66187455975569
2021-09,262.4918156977398,76.9459724975214
2021-10,305.9006527232894,88.3637951235484
2021-11,314.30929245839803,85.92713018417362
2021-12,247.62886237407017,93.33843331209071
2022-01,224.86473961949903,82.16463936685963
2022-02,182.14491821403067,75.81706851178754
2022-03,172.8569294762178,81.59433779629795
2022-04,135.43702816283837,64.82898891114655
2022-05,146.01514613774617,64.51901593068443
2022-06,114.81102414887818,50.28474062020438
2022-07,139.22354982600007,63.48665842636774
2022-08,116.45814347749118,56.09577504147767
2022-09,58.68122704745353,41.21450028796907
2022-10,82.85577058932658,52.14871840691819
2022-11,97.0826226867835,59.93505826346082
2022-12,91.30744279849654,50.1890616297771
2023-01,109.48238195699577,59.08147153940006
2023-02,82.29184071881843,54.5087577972412
2023-03,115.86097206321716,59.66276613845827
2023-04,110.37478480446694,61.58820989325498
2023-05,131.58147707927932,61.75456897496245
2023-06,169.4769987921113,71.61442476809603
2023-07,199.1340696981137,76.53769222508946
2023-08,204.38873961305163,72.94898135564898
2023-09,175.7223260544831,64.08347694958381
2023-10,185.96261345929295,59.93556918206615
2023-11,226.3333712317149,73.96766146582145
2023-12,216.60733628698225,81.20261752221344
2024-01,225.8306244923679,83.35971775443338
2024-02,193.68731301611825,92.09075498866176
2024-03,162.9504059816769,97.52569955580576
2024-04,139.88406406483608,88.78243535998863
2024-05,129.33693162409466,97.43898008995728
2024-06,185.0564505115675,103.58994088824728
2024-07,181.473004673333,105.038323849119
2024-08,191.46183847952292,109.02860081260224
2024-09,161.2852237475767,112.642228343899
2024-10,140.03409294006605,109.69534624474792
2024-11,157.7487135436376,121.05942218780518
2024-12,122.07401879826064,117.56328250651715
