Date,rate_MARA_5D,rate_VOO_20D
2015-01,-6.835202522277828,-1.51883821105957
2015-02,-4.554077648162835,3.8070968297322594
2015-03,-23.53507975864409,0.9869815998077458
2015-04,-19.05230040893553,1.746609788513198
2015-05,-26.499479288101192,2.445588916778574
2015-06,-54.58725432423181,0.0477907703944735
2015-07,-45.58232862281798,2.036065773010254
2015-08,-54.75402603340148,-4.434955702039933
2015-09,-58.16582192401886,-6.094754901123056
2015-10,-56.2388919391632,2.297198058388461
2015-11,-50.696918467839545,2.398867918014536
2015-12,-51.45082906238849,0.3434842582115793
2016-01,-41.25234935944421,-4.526556011199945
2016-02,-25.41922419300079,-4.447776052347807
2016-03,-31.382708709180356,2.171918551921848
2016-04,-36.583746412782105,2.3246534796322
2016-05,-1.7932146203252897,3.9153854001363175
2016-06,0.1526580433594659,4.007211689597678
2016-07,8.058074269151682,7.591796272659312
2016-08,4.743250647817354,7.342827312287836
2016-09,1.8015368339798776,7.017405352852579
2016-10,-20.31823405974843,4.798166585839314
2016-11,-33.70862153613567,8.494417452812186
2016-12,-35.59828639057159,10.390340516052255
2017-01,-33.251540940688194,11.902465105203497
2017-02,-45.33923300199155,15.760172810024686
2017-03,-58.95344596484728,15.28381057739261
2017-04,-76.95204263266201,15.934837635961063
2017-05,-89.18922580418585,16.994732089996354
2017-06,-77.17054414016201,17.136491519558827
2017-07,-79.35250423973052,18.97368247628213
2017-08,-67.01092799329035,18.72021334214644
2017-09,-65.63915169337918,20.55446576735553
2017-10,-67.68102863933699,22.72430744825091
2017-11,-8.667797667304677,25.80142356872559
2017-12,-10.397941876604754,26.694769996436875
2018-01,-29.748759595231,32.97909767351652
2018-02,-50.59318506893744,27.21647870068676
2018-03,-74.47314563248158,23.43972660999301
2018-04,-55.90256598869765,23.331216960069632
2018-05,-64.89402486760842,25.71673701695034
2018-06,-75.7268956304927,26.03137057779001
2018-07,-70.40147522541609,29.88571162189136
2018-08,-70.8428392068439,33.36296950802276
2018-09,-77.1728135304684,33.3918790653063
2018-10,-80.20770840739442,23.634906579200287
2018-11,-77.62667006893705,25.430798621495576
2018-12,-86.07546748577575,13.860616566560724
2019-01,-85.33125929894207,22.547338644561776
2019-02,-69.73875971359598,26.049386642904835
2019-03,-73.9479742533404,27.937591371389537
2019-04,-61.31978522819617,32.51380373857609
2019-05,-63.0895055299048,23.552872470997
2019-06,-59.51878214341293,31.707439969149533
2019-07,-69.84553654719036,33.02750794274465
2019-08,-74.91232458362454,30.28605754383824
2019-09,-72.44835068142208,32.31786238834778
2019-10,-77.78968970311495,34.651508380954546
2019-11,-77.75402058518428,38.90061049753826
2019-12,-83.86063944660737,42.375704128077786
2020-01,-79.64439907511299,41.62131643898259
2020-02,-82.1028559641696,29.5427321130662
2020-03,-89.98625938955135,12.971100648164802
2020-04,-88.41812623673218,27.26038035595235
2020-05,-79.85855496274475,32.88546118568654
2020-06,-72.35579177818146,34.81822934404062
2020-07,-36.04558403789515,42.17250576456857
2020-08,-22.06681521647088,51.40204012431269
2020-09,-38.203292850096304,44.99916935479303
2020-10,-31.30447383571048,40.68801371689919
2020-11,101.08301322352844,55.41064799700845
2020-12,231.9992368956653,60.411175375010885
2021-01,553.1545848922339,57.97923380929071
2021-02,838.7623088761007,61.51733406178792
2021-03,1377.1243503509943,68.00672805394625
2021-04,1017.6616390049548,75.92919507777228
2021-05,643.9280134423693,76.11248373677186
2021-06,831.7862980052969,79.0925594350115
2021-07,711.5679673046346,82.44035500230791
2021-08,1079.2791813839096,86.77094594460945
2021-09,807.2542194213399,77.06185421966927
2021-10,1384.5822239372983,88.49487247136128
2021-11,1335.1446347674414,86.06099285770598
2021-12,813.3176253658964,93.48968627094942
2022-01,547.4994829263462,82.32639536010389
2022-02,590.428605369173,75.9618380134846
2022-03,653.8022733431943,81.72838743808055
2022-04,316.61297412330083,64.93007274593398
2022-05,170.8450766717484,64.61976239615548
2022-06,40.46178855571348,50.393086845901
2022-07,240.4991414355788,63.583325070505566
2022-08,208.3108983688121,56.17965769901072
2022-09,176.6713620311323,41.27471529607571
2022-10,236.3431688655825,52.2262462709929
2022-11,60.99097163079896,60.02454893517495
2022-12,-13.213028412860996,50.263925301699295
2023-01,83.2467045751734,59.16942546354023
2023-02,79.5773676244126,54.60519879543422
2023-03,119.6779328778693,59.76581059638979
2023-04,152.35214325810867,61.693779144060514
2023-05,144.01768703451316,61.85998552696379
2023-06,243.4482019469805,71.72745327973603
2023-07,327.37084544447725,76.66096866028127
2023-08,207.0351858244121,73.06741170138406
2023-09,106.32847447403395,64.21149489212037
2023-10,112.81519978477324,60.0562731125734
2023-11,187.70590671009015,74.10481166945564
2023-12,460.9799962122328,81.34791674629707
2024-01,320.27372720948966,83.50704028424352
2024-02,509.653389079317,92.2476011635033
2024-03,427.5058379898409,97.68818280867168
2024-04,272.521709456165,88.93486018297314
2024-05,349.86418103397074,97.60024152113265
2024-06,354.3684360849544,103.75723332804804
2024-07,347.11502611338653,105.20664699547866
2024-08,277.1446751897516,109.20046217170128
2024-09,264.0977777209239,112.81713208492734
2024-10,274.21095375987835,109.86680119330146
2024-11,508.16343438495375,121.24141039193472
2024-12,269.41805257479984,115.0932300270648
