Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,rate_vs,shares_vs,Close_vs
2015-01-02,3.8762974739074707,3.964532369259911,4.015868242857936,3.816539032440298,3.8762974739074707,61113600,2000.0,0,2000.0,0.0,0.0,0.0,2000,Monthly invest,0.0,0.0,0.0,0.0,0.0,0.0,3.8762974739074707,0.0,TQQQ,0.0,0.0,157.63284301757812
2015-01-05,3.7018344402313232,3.8201490271467393,3.8341861059677838,3.669749459148836,3.7018344402313232,63508800,1990.060574527979,0,2.1754801237584616,1987.8850944042206,537.0,-0.49697127360104343,2000,Buy all cash ,0.0,0.0,0.0,0.0,0.0,0.0,3.8762974739074707,-0.2882,TQQQ,-0.4645901641845751,12.0,154.86338806152344
2015-01-06,3.555044412612915,3.71506954817734,3.7367271232824035,3.504109913961903,3.555044412612915,84321600,1911.2343296968938,0,2.1754801237584616,1909.0588495731354,537.0,-4.438283515155305,2000,,0.0,0.0,0.0,0.0,0.0,0.0,3.8762974739074707,-0.7,TQQQ,-1.3782406768798827,12.0,153.34063720703125
2015-01-07,3.691807746887207,3.6228242123875587,3.7154701551109173,3.5983588134514424,3.691807746887207,68733600,1984.6762402021886,0,2.1754801237584616,1982.5007600784302,537.0,-0.7661879898905655,2000,,0.0,0.0,0.0,0.0,0.0,0.0,3.8762974739074707,-0.6931,TQQQ,-0.2286496124267567,12.0,155.25662231445312
2015-01-08,3.902367353439331,3.7868606020802913,3.9244256188772035,3.7740260596129236,3.902367353439331,72468000,2097.7467489206792,0,2.1754801237584616,2095.571268796921,537.0,4.887337446033957,2000,,0.0,3.7455,0.0,0.0,0.0,0.0,3.902367353439331,-0.2952,TQQQ,1.407928756713872,12.0,157.9842529296875
2015-01-09,3.823357105255127,3.938863856872857,3.9432760607499495,3.758384385351517,3.823357105255127,90710400,2055.3182456457616,0,2.1754801237584616,2053.142765522003,537.0,2.7659122822880855,2000,,0.0,3.7349,0.0,0.0,0.0,0.0,3.902367353439331,-0.1584,TQQQ,0.6096896209716762,12.0,156.6538543701172
2015-01-12,3.7058448791503906,3.8490253172855096,3.859052489591842,3.675363588030546,3.7058448791503906,82627200,1992.2141802275182,0,2.1754801237584616,1990.0387001037598,537.0,-0.3892909886240914,2000,,0.0,3.7357,0.0,0.0,0.0,0.0,3.902367353439331,-0.2566,TQQQ,-0.0880978546142663,12.0,155.49087524414062
2015-01-13,3.70263671875,3.8105229670581053,3.929639381839923,3.6136002136451513,3.70263671875,99854400,1990.4913980925085,0,2.1754801237584616,1988.31591796875,537.0,-0.4754300953745738,2000,,0.0,3.7652,0.0,0.0,0.0,0.0,3.902367353439331,-0.3054,TQQQ,-0.3340634307861356,12.0,155.0809326171875
2015-01-14,3.6456849575042725,3.585123757578585,3.6950159909671756,3.543012067665008,3.6456849575042725,108074400,1959.9083023035528,0,2.1754801237584616,1957.7328221797943,537.0,-2.004584884822358,2000,,0.0,3.756,0.0,0.0,0.0,0.0,3.902367353439331,-0.411,TQQQ,-0.881283279418954,12.0,154.1688995361328
2015-01-15,3.5009007453918457,3.6873961252205936,3.7078504764494884,3.4856604418906323,3.5009007453918457,98006400,1882.1591803991796,0,2.1754801237584616,1879.9837002754211,537.0,-5.892040980041024,2000,,0.0,3.6757,0.0,0.0,0.0,0.0,3.902367353439331,-0.6972,TQQQ,-1.7447262725830082,12.0,152.72982788085938
