Date,rate_SRPT_5D,rate_VOO_20D
2015-01,-20.294999999999995,-1.518847366333009
2015-02,0.2915362873077587,3.8071354853312256
2015-03,-3.642629734992975,0.9869605617523148
2015-04,-12.160904555797568,1.746608207702649
2015-05,87.05028157687187,2.445606202443429
2015-06,107.69501989562174,0.04776396506172
2015-07,103.97629732638596,2.036085996627812
2015-08,114.54029621235532,-4.434936713324655
2015-09,82.75021171097757,-6.094773822021493
2015-10,30.083277611342357,2.297216225363985
2015-11,94.00713414990902,2.3988964004516777
2015-12,95.94426322031022,0.3434943554218028
2016-01,-41.681402879885255,-4.52656516429355
2016-02,-29.844923078314444,-4.447803103129056
2016-03,2.6297538187205927,2.1719200854301457
2016-04,-25.625088969763578,2.324665158440076
2016-05,10.05387518609895,3.915405495537661
2016-06,-0.3112942169590793,4.00724027934829
2016-07,31.74446933650972,7.5917575889587585
2016-08,34.15823775264195,7.342809369768433
2016-09,212.08947139748665,7.017386138916026
2016-10,93.5712598658852,4.798164652285375
2016-11,65.51586324206988,8.494452471415205
2016-12,30.61991385131837,10.390336896972665
2017-01,46.47189170059791,11.90247007193934
2017-02,45.212541677474974,15.760187256707091
2017-03,36.69297608910289,15.283797807965982
2017-04,65.85168986468481,15.934816100284976
2017-05,34.644517532444,16.994728307342545
2017-06,50.72170406147743,17.136478505534527
2017-07,70.54097862508894,18.97367893004418
2017-08,75.83732013763083,18.72019140555643
2017-09,95.35672832839631,20.554453453961564
2017-10,109.12666797542572,22.72432186148508
2017-11,132.64786114388042,25.80142931747438
2017-12,128.94637658580575,26.694784745912315
2018-01,165.51826427552575,32.979094445078005
2018-02,150.2412237181297,27.21647492589707
2018-03,190.9301549484492,23.439731052017223
2018-04,195.1099124703989,23.331204473355925
2018-05,256.9099059027945,25.716725011008144
2018-06,394.124810840274,26.03137595580347
2018-07,326.64470455319224,29.88570834576001
2018-08,397.91862318897256,33.36296644100614
2018-09,472.3404166288169,33.39185105514528
2018-10,365.8849456312505,23.63487871064532
2018-11,343.43874116081,25.43083770863217
2018-12,267.8656433819557,13.860621845323218
2019-01,364.1169718869972,22.547351964416507
2019-02,371.7844240143159,26.04938354581945
2019-03,283.92986386411,27.937588333863484
2019-04,271.43512152223764,32.513784116493106
2019-05,256.7392328331736,23.552877598656565
2019-06,369.8108107659253,31.7074612605702
2019-07,353.7049347947154,33.02750446496692
2019-08,171.08550667433153,30.28603801165129
2019-09,124.08535144649706,32.31781869888306
2019-10,144.74731472573038,34.65145702724135
2019-11,228.01417474741936,38.90059163831074
2019-12,272.01949457833024,42.37571729728826
2020-01,230.3662230780356,41.62129789303195
2020-02,222.5147766558481,29.54273740459625
2020-03,172.56789512188732,12.971082300305367
2020-04,225.3522976842587,27.26036193765493
2020-05,315.88117053114286,32.88548951594035
2020-06,332.97390547084814,34.81824263307942
2020-07,309.81944218956727,42.17245710429023
2020-08,286.54362713884274,51.40203781293789
2020-09,266.84437331244607,44.9991978126526
2020-10,251.38603824772636,40.68796556402934
2020-11,260.5382173019648,55.410660700374194
2020-12,331.96264051072893,60.41112741141124
2021-01,124.23811187343344,57.97926142811132
2021-02,116.74130129309334,61.51734650054932
2021-03,84.2370810512367,68.00668102053594
2021-04,74.04622510173104,75.92917798436152
2021-05,84.72733461625761,76.11246627328335
2021-06,88.7199950030484,79.09257108654555
2021-07,63.567525356829165,82.44035220365524
2021-08,87.59016517127003,86.77097222928649
2021-09,120.76984779763804,77.06188033266766
2021-10,87.62507781611295,88.49488429839352
2021-11,90.52291855726924,86.06099033837094
2021-12,111.08688361382204,93.48972621863872
2022-01,66.74344337397955,82.32636479479768
2022-02,77.61513769633194,75.96183568678232
2022-03,80.21954873198813,81.72838499840822
2022-04,65.94535181445218,64.93005637736802
2022-05,66.32787491871517,64.61973210254249
2022-06,70.4623562431021,50.39305681844859
2022-07,110.39266150396804,63.58334963665839
2022-08,146.19312247857738,56.17966857983991
2022-09,147.2198701718615,41.27469882161567
2022-10,153.40358066162315,52.22624330082945
2022-11,171.2109686694642,60.02455957039199
2022-12,184.29156677109435,50.26394926082966
2023-01,172.3967192942269,59.16942258430016
2023-02,164.52101212862766,54.60519594527737
2023-03,196.47691475026127,59.76579440757752
2023-04,162.3510587088424,61.69378958469807
2023-05,162.49865571591437,61.85999586494295
2023-06,141.7459161622594,71.72743735518965
2023-07,127.51987748271686,76.66095283031464
2023-08,152.6539235791252,73.0674219472976
2023-09,151.6336956073923,64.21147918780346
2023-10,38.9857249505676,60.05625746946246
2023-11,67.24238150237227,74.10482177162172
2023-12,97.62598274259832,81.34791398879584
2024-01,142.75825834035874,83.50703755181053
2024-02,159.51691818887693,92.24761118509106
2024-03,161.23473043960334,97.68816745478767
2024-04,154.19311262297,88.93485752308263
2024-05,159.19215298208437,97.60023883076718
2024-06,213.70673372524925,103.75723071441652
2024-07,180.7680291878355,105.20664440437844
2024-08,166.53103262388603,109.20045960274724
2024-09,143.85659789606677,112.81712953774404
2024-10,144.8173896713337,109.86679866752304
2024-11,157.81519467119375,121.24140788720452
2024-12,133.93573190138164,115.09322754303484
2025-01,117.74833066153136,119.90914545546984
2025-02,108.66849270661672,121.8358893121859
