Date,rate_BMNR_5D,rate_VOO_20D
2025-06,0.0,0.0
2025-06,0.0,1.2938064214751392
2025-06,0.0,1.4308599036509475
2025-06,0.0,2.1602333849809234
2025-06,0.0,1.8048328790138903
2025-06,0.0,2.290311558040088
2025-06,0.0,0.854801448311381
2025-06,0.0,2.0859009750245896
2025-06,0.0,0.9895156499907678
2025-06,0.0,0.9639678714782072
2025-06,0.0,0.610892468550059
2025-06,0.0,1.920974611297364
2025-06,0.0,3.3332620455523987
2025-06,0.0,3.3982940433532107
2025-06,0.0,4.4228801413708645
2025-06,0.0,5.077680436261975
2025-06,0.0,5.736097700464416
2025-07,0.0,5.411650481263283
2025-07,0.0,6.000297036210167
2025-07,0.0,7.151912512818459
2025-07,-0.3940933456420881,6.075048747101892
2025-07,2.4795708592732835,5.986281981507414
2025-07,-36.35200141652424,6.77358933309662
2025-07,-55.6813374557495,7.16733761648285
2025-07,-60.83386354955037,6.682179649869081
2025-07,-60.70052970759073,6.947024544278246
2025-07,-61.05386349868773,6.363433083096613
2025-07,-59.44053011449177,6.8040592275058
2025-07,-60.40719601821899,7.610309799710375
2025-07,-60.25719703547159,7.549370010892016
2025-07,-61.18386329523722,7.790783127347108
2025-07,-60.93052924982707,7.790783127347108
2025-07,-61.207196526845294,8.94155808309662
2025-07,-60.457196526845294,9.035313805142504
2025-07,-61.10719678115844,9.579065521756288
2025-07,-62.6705296567281,9.546249588528742
2025-07,-63.70719652684529,9.189995010892016
2025-07,-62.90719601821899,9.023597916165468
2025-07,-62.82719673029582,8.510316093960864
2025-08,-47.86039731884002,6.003560232314253
2025-08,-47.99789760494232,8.024491032641269
2025-08,-47.45539758586883,7.37564473903662
2025-08,-46.162897089958186,8.373328241943607
2025-08,-45.46039770030975,8.291924376572961
2025-08,-43.11575981998443,9.32681093634766
2025-08,-35.580505582809444,9.04773833006134
2025-08,-31.95531154394149,10.49891304390582
2025-08,-32.82605891942977,10.975684414017326
2025-08,-34.09455924749374,10.97800578446004
2025-08,-36.932558591365805,10.67934652339233
2025-08,-40.093061215877526,10.630341396439189
2025-08,-45.56481137990951,9.876679287064189
2025-08,-43.11380859136581,9.515015468704842
2025-08,-47.94158180809019,8.978351650345463
2025-08,-45.925581060409534,11.06433797847046
2025-08,-47.28708218193053,10.467005214798572
2025-08,-47.164581380844105,11.008340257116275
2025-08,-48.53658207511901,11.339683844355864
2025-08,-48.69758175468444,11.83201375972045
2025-08,-49.38008202171326,11.01534709305378
2025-09,-39.82046484832763,9.71681987856201
2025-09,-39.1568651473999,10.427644651323437
2025-09,-39.90446570281981,11.559871119923184
