Date,rate_PEPE-USD_5D,rate_VOO_20D
2022-08,0.0,0.0
2022-08,0.0,0.1886006673177185
2022-08,0.0,-0.5494026692708376
2022-08,0.0,-0.2186716715494761
2022-08,0.0,-1.702869669596363
2022-08,0.0,-1.702869669596363
2022-08,0.0,-1.702869669596363
2022-08,0.0,-3.93873433430989
2022-08,0.0,-4.487964672851573
2022-08,0.0,-4.357632031249992
2022-08,0.0,-3.7297643961588633
2022-08,0.0,-5.228031201171879
2022-08,0.0,-5.228031201171879
2022-08,0.0,-5.228031201171879
2022-08,0.0,-5.506833691406254
2022-08,0.0,-5.962432446289068
2022-08,0.0,-6.288832999674487
2022-09,0.0,-6.236906555261101
2022-09,0.0,-6.655871753408782
2022-09,0.0,-6.655871753408782
2022-09,0.0,-6.655871753408782
2022-09,0.0,-6.655871753408782
2022-09,0.0,-6.788583840732376
2022-09,0.0,-6.0822609923200766
2022-09,0.0,-5.820130353459185
2022-09,-0.447761193609919,-5.197163414825123
2022-09,-14.936446611554777,-5.197163414825123
2022-09,-5.241280142491112,-5.197163414825123
2022-09,-8.505822709509692,-4.746390827879553
2022-09,-24.842327070150315,-6.553872556710205
2022-09,-24.842331547483766,-6.405807371163319
2022-09,-31.37777479379737,-6.850002927803955
2022-09,-41.18094726856547,-7.159294053686005
2022-09,-44.44867340814057,-7.159294053686005
2022-09,-60.787298162058846,-7.159294053686005
2022-09,-60.787298162058846,-6.8598734938951855
2022-09,-60.787298162058846,-7.302971205273701
2022-09,-64.05502430163395,-7.987357230979364
2022-09,-64.05502430163395,-8.320950079234146
2022-09,-64.05502430163395,-8.913465200201886
2022-09,-64.05502430163395,-8.913465200201886
2022-09,-67.32275044120904,-8.913465200201886
2022-09,-67.32275044120904,-9.253078985484144
2022-09,-67.32275044120904,-9.351141611492208
2022-09,-67.32275044120904,-8.674083925000264
2022-09,-64.05502430163395,-9.406987780847045
2022-09,-64.05502430163395,-9.931376641734136
2022-10,-48.11589509093332,-9.931376641734136
2022-10,-51.9533929767035,-9.931376641734136
2022-10,-47.56465108331766,-9.01824057175955
2022-10,-47.56783516259253,-7.995242524884549
2022-10,-47.568471978722506,-8.315200624249774
2022-10,-47.56859934222351,-9.28128659703572
2022-10,-52.33452597565373,-11.994933751366933
2022-10,-52.33453393565354,-11.994933751366933
2022-10,-52.33453791565344,-11.994933751366933
2022-10,-52.334539905653386,-12.70302472426732
2022-10,-52.33454090065336,-13.322960141442609
2022-10,-52.33454139815335,-13.613019517205547
2022-10,-57.10107510478202,-11.178339273236592
2022-10,-61.86762331342848,-13.354716378949483
2022-10,-61.86762331342848,-13.354716378949483
2022-10,-61.86762331342848,-13.354716378949483
2022-10,-61.86762331342848,-10.954089624188745
2022-10,-61.86762331342848,-9.8127142732366
2022-10,-66.63416983450044,-10.491218835614523
2022-10,-66.63416983450044,-11.290468484662377
2022-10,-66.63416983450044,-8.970341378949486
2022-10,-66.63416983450044,-8.970341378949486
2022-10,-66.63416983450044,-8.970341378949486
2022-10,-66.63416983450044,-7.765715677045182
2022-10,-66.63416983450044,-6.138464624188744
2022-10,-61.86762331342848,-6.897468835614529
2022-10,-61.86762331342848,-7.437961465619414
2022-10,-61.86762331342848,-5.094838220380149
2022-10,-61.86762331342848,-5.094838220380149
2022-10,-61.86762331342848,-5.094838220380149
2022-10,-61.86762331342848,-5.793461114667253
2022-11,-49.57370064094181,-6.284472292683918
2022-11,-49.57370064094181,-8.859022193548027
2022-11,-49.57370064094181,-9.915541210623068
2022-11,-49.57370064094181,-8.479020085060807
2022-11,-49.57370064094181,-8.479020085060807
2022-11,-49.57370064094181,-8.479020085060807
2022-11,-49.57370064094181,-7.523260400816012
2022-11,-55.392907784950886,-6.976292460918998
2022-11,-67.91304195169363,-9.040387235569805
2022-11,-61.50220722534932,-3.6225063392037793
2022-11,-61.50220722534932,-2.62356659384988
2022-11,-61.50220722534932,-2.62356659384988
2022-11,-61.50220722534932,-2.62356659384988
2022-11,-61.50220722534932,-3.4699309330425745
2022-11,-61.50220722534932,-2.60629456940622
2022-11,-61.50220722534932,-3.406597248294685
2022-11,-61.50220722534932,-3.708866461422078
2022-11,-61.50220722534932,-3.2482674291067326
2022-11,-61.50220722534932,-3.2482674291067326
2022-11,-61.50220722534932,-3.2482674291067326
2022-11,-67.9185079574958,-3.616751926177053
2022-11,-61.50220722534932,-2.2262924609190105
2022-11,-61.50220722534932,-1.564174762943149
2022-11,-61.50220722534932,-1.564174762943149
2022-11,-61.50220722534932,-1.5756923743600382
2022-11,-61.50220722534932,-1.5756923743600382
2022-11,-61.50220722534932,-1.5756923743600382
2022-11,-61.50220722534932,-3.2597762551602294
2022-11,-61.50220722534932,-3.444022896377108
2022-11,-61.50220722534932,-0.2255401563794556
2022-12,-51.32646622009738,-0.465567289416736
2022-12,-51.33392890686135,-0.6196285507620969
2022-12,-51.33467517538774,-0.6196285507620969
2022-12,-51.33474980239037,-0.6196285507620969
2022-12,-51.33474980239037,-2.5196884190697766
2022-12,-51.33474980239037,-4.034599487256818
2022-12,-51.33474980239037,-4.234308852203972
2022-12,-51.33474980239037,-3.726487398885059
2022-12,-51.33474980239037,-4.039429006192075
2022-12,-51.33474980239037,-4.039429006192075
2022-12,-51.33474980239037,-4.039429006192075
