Date,rate_AVGO_5D,rate_VOO_20D
2015-01,3.9360669988393937,-1.5187923889160015
2015-02,27.24617077302933,3.8071258697509824
2015-03,19.79197124981882,0.9870010566711552
2015-04,6.729776327705395,1.746629016113288
2015-05,32.66126896381378,2.445587430318219
2015-06,15.298033871514471,0.0477881883893749
2015-07,6.4689772911668,2.036103009223944
2015-08,6.336613391505352,-4.434967023213698
2015-09,5.721364896440528,-6.094757460784894
2015-10,3.784976598522882,2.2972502372048176
2015-11,9.52784691528481,2.398872646331806
2015-12,21.22356552402791,0.3434960068922743
2016-01,10.373760881117434,-4.5265344189235
2016-02,9.67800913651784,-4.447794154357898
2016-03,25.93508596268297,2.171966619014753
2016-04,17.22401379658194,2.3246705228020303
2016-05,23.090361587047585,3.9153939569261498
2016-06,23.04239161657033,4.007219793620864
2016-07,27.06294445159436,7.591767202377331
2016-08,36.91092599294301,7.3427814701625405
2016-09,32.60439695798267,7.017378379128214
2016-10,29.524096025860835,4.79815843200686
2016-11,28.467820671141176,8.494437102635711
2016-12,32.94648709573749,10.390348872680688
2017-01,48.55058705647175,11.902453886472264
2017-02,55.05977700973439,15.760153024461545
2017-03,59.550141138809074,15.283810029711065
2017-04,58.81243078111782,15.93482710608123
2017-05,70.08599317250253,16.99472089004519
2017-06,64.06472665379124,17.136490282858574
2017-07,71.55744552053511,18.973663158416755
2017-08,73.0668480631077,18.72022998116236
2017-09,65.1078464399366,20.554446462743424
2017-10,77.63835900357113,22.72431485203337
2017-11,84.84808877718449,25.80143076578778
2017-12,69.90153055532559,26.694785989297426
2018-01,62.15121195305022,32.97912183560825
2018-02,59.62644518273916,27.21647653804682
2018-03,53.43500091370343,23.43975021057132
2018-04,48.18116152748249,23.331214828119062
2018-05,61.52356628550804,25.716743728637702
2018-06,56.121843402119566,26.031394522023767
2018-07,41.52473682144557,29.88570159218531
2018-08,38.90424435697133,33.3629765197754
2018-09,56.66515336738465,33.39186091414743
2018-10,40.79122201358514,23.63490579613221
2018-11,48.584978095601,25.43083116912843
2018-12,59.69324670996959,13.860632068867584
2019-01,67.20698203444482,22.547362749481216
2019-02,70.28605349723031,26.04936132857381
2019-03,86.14309742735901,27.93759908617461
2019-04,95.32770752124966,32.51380344923489
2019-05,52.976365095853815,23.55286447510896
2019-06,75.5334852008386,31.70749703785292
2019-07,75.38982673586267,33.02749968583245
2019-08,69.67498799907116,30.286058028104023
2019-09,66.11662557994087,32.31782306144977
2019-10,75.02335859031194,34.65150947260454
2019-11,87.60233899061683,38.90057973098757
2019-12,87.95950142718927,42.375736499974
2020-01,80.0926126782279,41.62131723047074
2020-02,59.74836277603725,29.54274054463706
2020-03,40.41510087152571,12.971101223230374
2020-04,60.23966352732,27.26035770651012
2020-05,70.91643222264811,32.88549295471657
2020-06,85.94492489508019,34.81823012223886
2020-07,85.35426321212685,42.17245981048136
2020-08,101.75757529591137,51.40202544403076
2020-09,112.06792287415782,44.99920079204014
2020-10,101.97993291234972,40.68799906265905
2020-11,130.3460280519658,55.410648550775335
2020-12,151.30481900174,60.41113064648356
2021-01,156.495340022042,57.97923472110647
2021-02,165.2911759168053,61.51733496144614
2021-03,161.60793651400743,68.00671372132554
2021-04,155.29444250446792,75.92918081238984
2021-05,162.2701137043696,76.11243976094173
2021-06,164.76111138013647,79.09260324125655
2021-07,167.43013193266992,82.44034046831132
2021-08,171.81406270894297,86.77093159061009
2021-09,164.98966783177562,77.0618687722741
2021-10,188.33486765866684,88.49488706979409
2021-11,197.9365833579302,86.06099329585122
2021-12,257.5210175042377,93.48972903307748
2022-01,212.15294787143557,82.32639568107074
2022-02,210.52004721251848,75.96182444052862
2022-03,232.5431127230742,81.72837395000458
2022-04,190.48505242609716,64.93005920315862
2022-05,201.7071321605524,64.6197346924676
2022-06,152.8872766144564,50.39307302864833
2022-07,176.9226055856632,63.58333843703892
2022-08,156.33468330344851,56.17968473725681
2022-09,128.46687276812312,41.2747016276096
2022-10,140.43282456535042,52.22623274688723
2022-11,180.09498469744622,60.02454893517495
2022-12,184.6790816964268,50.26396560377928
2023-01,195.8874444280012,59.16941207317432
2023-02,198.53533776859803,54.60521211219558
2023-03,222.4263432534456,59.7658106884003
2023-04,212.71093633576663,61.69379274281417
2023-05,300.5630367533039,61.85999905223474
2023-06,329.20586911559343,71.72745354772772
2023-07,341.35768593330107,76.66095577936906
2023-08,349.8950864385378,73.06739882659912
2023-09,304.16337637124417,64.21148196547888
2023-10,306.5240661108828,60.0562732272282
2023-11,344.1385435234043,74.10482466824853
2023-12,434.1655243594362,81.34790403586571
2024-01,460.5182047180913,83.50704034000745
2024-02,513.1496320872994,92.2476013016572
2024-03,522.7944582367667,97.68817033011574
2024-04,506.4247239415034,88.93486037296532
2024-05,515.1101129763462,97.6002416556509
2024-06,640.2770230779274,103.757233514736
2024-07,635.3162315164803,105.20664718055728
2024-08,639.6850086513462,109.200462355198
2024-09,680.521067267729,112.817132266869
2024-10,662.5621746862115,109.86680137371415
2024-11,622.7520225996693,121.241410570844
2024-12,929.1554348974346,115.09323020449554
2025-01,809.2329337038173,119.94086836599136
