Date,rate_SUI_5D,rate_VOO_20D
2015-01,7.484271767616302,-1.5236761779784946
2015-02,4.8814734477997,3.8192788035074976
2015-03,3.2463479886055024,0.9901221313476816
2015-04,-4.458227410507187,1.7522245819092008
2015-05,-2.2373701677322333,2.4533771870931087
2015-06,-3.241702861240914,0.047910297938758
2015-07,8.841622260093708,2.0242529563903933
2015-08,1.0993776101006605,-4.468841806199797
2015-09,6.045404772949214,-6.131997005462631
2015-10,4.283539604707198,2.288447880831645
2015-11,3.533328551292425,2.391773683547993
2015-12,6.648922011742231,0.3309544319739954
2016-01,3.2969051335198563,-4.520275698525555
2016-02,4.366965302658077,-4.446783657836906
2016-03,11.23580474174024,2.193164545059223
2016-04,4.768412132711997,2.3531748827765986
2016-05,7.34906055831912,3.931884757147897
2016-06,18.43294374365556,4.0209836755049855
2016-07,21.349194713211084,7.586313804626488
2016-08,16.276072487240747,7.33480618649438
2016-09,19.42413470805777,7.009796273665003
2016-10,16.290116070291294,4.799584829247516
2016-11,8.481289790471402,8.481916562080393
2016-12,15.846204952392572,10.370855631408691
2017-01,18.475811899038487,11.881579461611237
2017-02,23.88873867225649,15.731045989425096
2017-03,20.32150355182376,15.25510256440299
2017-04,24.498060777401108,15.904059831816596
2017-05,27.399303422864296,16.961075870005303
2017-06,29.742143016015344,17.09806458922356
2017-07,30.72875677138567,18.944068242788337
2017-08,31.680281987103577,18.69250802404232
2017-09,25.013202978863447,20.53523224370621
2017-10,30.91569403877259,22.70620714416505
2017-11,34.047297435495594,25.77790843815276
2017-12,33.65903631576332,26.67515140801509
2018-01,27.16009291131876,32.9573097851402
2018-02,24.664797253486448,27.21376527483037
2018-03,30.452739195585263,23.436299158096308
2018-04,33.23778522068117,23.33900981623953
2018-05,36.426818907828576,25.72494521513442
2018-06,38.2424281785211,26.034247152284152
2018-07,36.07483279579338,29.8876668850292
2018-08,43.91400330102711,33.36152357482911
2018-09,41.69067037138732,33.390959050551714
2018-10,39.323141906291895,23.59528472754297
2018-11,43.48884940461317,25.3905198979378
2018-12,40.282680586250464,13.827194652790942
2019-01,50.79182448795319,22.510161906280523
2019-02,54.76734550315258,26.011175121980568
2019-03,61.41603053008593,27.8991145662161
2019-04,66.39728947538701,32.474308452966085
2019-05,69.42626757222637,23.516415531582304
2019-06,71.71701278072705,31.6697689050848
2019-07,76.54885127288955,32.99004299354556
2019-08,94.9438748300452,30.249588855141084
2019-09,95.092318012402,32.2817171638752
2019-10,111.96597818591232,34.615935688859324
2019-11,112.7503472395897,38.86550743637085
2019-12,93.18711080785658,42.34139040012048
2020-01,107.1030136914715,41.587504455566425
2020-02,93.64799053570584,29.50816210356216
2020-03,57.93564258804918,12.934553910255463
2020-04,69.18617393038824,27.17016972937953
2020-05,71.63864418489285,32.78022039979878
2020-06,69.638381343016,34.70797996133834
2020-07,86.21475234797423,42.06143773606246
2020-08,83.9424592505469,51.2717905063353
2020-09,73.28065689100538,44.86265562765941
2020-10,68.5229565489057,40.55198327249878
2020-11,69.21547779711088,55.28255239486697
2020-12,84.86145962600187,60.28717781819384
2021-01,73.10137343177281,57.85629805817476
2021-02,82.66869171440123,61.39796235717774
2021-03,80.30449497195295,67.89237001900925
2021-04,99.27710339149873,75.82076602073771
2021-05,98.69723592907344,76.00630298340624
2021-06,103.08852053429808,78.98793721104876
2021-07,130.8610163103342,82.33945877990725
2021-08,135.5291108078427,86.6618592966339
2021-09,115.7848200673592,76.94597186167648
2021-10,126.9705839844899,88.36376603680347
2021-11,116.95037181929182,85.92714373234342
2021-12,140.98069351090822,93.33841862469842
2022-01,115.42240789974568,82.1646808109727
2022-02,105.07645812218767,75.81706784197931
2022-03,98.42416984889724,81.59433713410118
2022-04,97.59058922261872,64.82898825639019
2022-05,83.73518689221275,64.51898771514892
2022-06,78.46204201585118,50.284739878727855
2022-07,82.71304594274191,63.48665759293932
2022-08,70.46262221922926,56.095760730538345
2022-09,50.3652163656722,41.21452654883202
2022-10,49.28144275233621,52.14873112423548
2022-11,62.0524931476315,59.93504430532457
2022-12,58.10742843063592,50.18904791086732
2023-01,72.79806076954823,59.081484523228255
2023-02,57.01441825699085,54.5087576423414
2023-03,55.05291228487017,59.66275277099611
2023-04,52.37788801886303,61.58822291534727
2023-05,38.4181606061786,61.75459509367103
2023-06,43.232810624446685,71.61441149339399
2023-07,42.62655501374832,76.53769201865563
2023-08,33.6206101567768,72.94896824689594
2023-09,29.878730333670124,64.08347663130853
2023-10,21.843133013021188,59.93556886676541
2023-11,41.39330768950782,73.96764840994943
2023-12,46.69423201057015,81.20261724083578
2024-01,37.17796502406381,83.35971747561368
2024-02,45.98262749610076,92.09075471235396
2024-03,40.9974622391122,97.52569922719682
2024-04,21.779497886168244,88.78244759240614
2024-05,28.853822675454,97.4389797671134
2024-06,32.20413157091557,103.58994056821076
2024-07,38.93556239037679,105.0383235318414
2024-08,47.85784465387136,109.02860049803644
2024-09,48.37383063269469,112.64222803199895
2024-10,45.26921645029853,109.69534593546896
2024-11,37.97135594191552,121.05942188110356
2024-12,32.03924391226336,122.06719808682529
