Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,shares_vs,Close_vs
2016-10-05,11.411550521850586,11.779665054813508,12.14777958777643,11.411550521850586,11.411550521850586,569700,1208.6660290622713,0,1208.6660290622713,0.0,69,-39.566698546886435,2000,"Buy 69 shares (Rebalance - MRI:0.27, Cash:1.00) Monthly invest",0.0,0.0,0.0,0.0,0.0,0.0,11.411550521850586,0.0,VST,0.2667,Buy,0.0,0,171.66754150390625
2016-10-06,11.595608711242676,11.41155143011184,11.706042799072055,11.41155143011184,11.595608711242676,264900,1530.9659731912616,0,730.868972115517,800.0970010757446,110,-23.451701340436927,2000,"Buy 41 shares (Rebalance - MRI:0.27, Cash:0.60) ",0.0,0.0,0.0,0.0,0.0,0.0,11.595608711242676,0.1028,VST,0.2672,Buy,0.11967773437500062,0,171.86700439453125
2016-10-07,11.706042289733887,11.706042289733887,11.706042289733887,11.558796611660542,11.706042289733887,110900,1442.0695714282992,0,154.40491955757182,1287.6646518707275,159,-27.896521428585043,2000,Buy 49 shares (Regular Buy - MRI:0.27) ,0.0,0.0,0.0,0.0,0.0,0.0,11.706042289733887,0.2229,VST,0.2693,Buy,-0.26013793945312,0,171.23397827148438
2016-10-10,11.779662132263184,11.742850547675346,18.582416845135754,11.706038963087508,11.779662132263184,6300,1908.985594158173,0,36.01931512832684,1872.9662790298462,169,-4.5507202920913485,2000,Buy 10 shares (Regular Buy - MRI:0.27) ,0.0,0.0,0.0,0.0,0.0,0.0,11.779662132263184,0.326,VST,0.2688,Buy,0.2133270263671827,0,172.02308654785156
2016-10-11,12.037344932556152,11.85328767488479,12.147779006309882,11.779664490967159,12.037344932556152,158400,2070.3306087303167,0,36.01931512832684,2034.3112936019897,169,3.51653043651583,2000,,0.0,11.706,0.0,0.0,0.0,0.0,12.037344932556152,0.5135,VST,0.2809,Buy,-1.040624999999995,0,169.93316650390625
2016-10-12,12.037344932556152,12.037344932556152,12.515893521652606,11.779664490967159,12.037344932556152,160500,2070.3306087303167,0,36.01931512832684,2034.3112936019897,169,3.51653043651583,2000,,0.0,11.8312,0.0,0.0,0.0,0.0,12.037344932556152,0.5998,VST,0.2839,Buy,-0.910556030273435,0,170.1499481201172
2016-10-13,11.853290557861328,12.147781960913097,12.147781960913097,11.779667356036942,11.853290557861328,265800,2039.2254194068912,0,36.01931512832684,2003.2061042785645,169,1.961270970344553,2000,,0.0,11.8827,0.0,0.0,0.0,0.0,12.037344932556152,0.5167,VST,0.2902,Buy,-1.2383422851562464,0,169.6036376953125
2016-10-14,11.853290557861328,11.816478254826247,11.853290557861328,11.816478254826247,11.853290557861328,45500,2039.2254194068912,0,36.01931512832684,2003.2061042785645,169,1.961270970344553,2000,,0.0,11.9122,0.0,0.0,0.0,0.0,12.037344932556152,0.432,VST,0.2892,Buy,-1.2123413085937562,0,169.64697265625
2016-10-17,11.853290557861328,11.890101456650633,11.890101456650633,11.853290557861328,11.853290557861328,20600,2015.40030538559,0,12.19420110702557,2003.2061042785645,171,0.7700152692794893,2000,Buy 2 shares (Regular Buy - MRI:0.29) ,0.0,11.9269,0.0,0.0,0.0,0.0,12.037344932556152,0.3499,VST,0.2863,Buy,-1.5140991210937484,0,169.14404296875
2016-10-18,11.779662132263184,11.882733726562037,11.882733726562037,11.750213005017429,11.779662132263184,464300,2026.51642572403,0,12.19420110702557,2014.3222246170044,171,1.3258212862014895,2000,,0.0,11.8754,0.0,0.0,0.0,0.0,12.037344932556152,0.2328,VST,0.2798,Buy,-0.9157379150390499,0,170.1413116455078
2016-10-19,11.77230453491211,11.595609698492193,11.779666995293656,11.595609698492193,11.77230453491211,140400,2025.2582765769962,0,12.19420110702557,2013.0640754699707,171,1.2629138288497987,2000,,0.0,11.8224,0.0,0.0,0.0,0.0,12.037344932556152,0.1357,VST,0.2751,Buy,-0.6347625732421758,0,170.60960388183594
2016-10-20,11.706042289733887,11.706042289733887,11.779665479831946,11.595608206709572,11.706042289733887,653900,2013.9274326515201,0,12.19420110702557,2001.7332315444946,171,0.6963716325760094,2000,,0.0,11.7929,0.0,0.0,0.0,0.0,12.037344932556152,0.0239,VST,0.2715,Buy,-0.8012695312499929,0,170.33209228515625
2016-10-21,11.558794975280762,11.521983385443152,11.63241815495598,11.411549318053,11.558794975280762,27500,1988.7481418800357,0,12.19420110702557,1976.5539407730103,171,-0.562592905998216,2000,,0.0,11.734,0.0,0.0,0.0,0.0,12.037344932556152,-0.1355,VST,0.2686,Buy,-0.7752868652343814,0,170.37539672851562
2016-10-24,11.544072151184082,11.59560796189098,11.59560796189098,11.411550692654615,11.544072151184082,130300,1986.2305389595035,0,12.19420110702557,1974.036337852478,171,-0.6884730520248294,2000,,55.92107561867931,11.6722,0.0,0.0,0.0,0.0,12.037344932556152,-0.244,VST,0.2696,Buy,-0.35901489257812447,0,171.06918334960938
2016-10-25,11.470450401306152,11.418914584135445,11.470450401306152,11.2274948316116,11.470450401306152,6200,1973.6412197303775,0,12.19420110702557,1961.447018623352,171,-1.3179390134811175,2000,,52.469205397301344,11.6103,0.0,0.0,0.0,0.0,12.037344932556152,-0.3466,VST,0.2713,Buy,-0.6503906249999862,0,170.58355712890625
