Date,rate_0138Y0.KS_5D,rate_VOO_20D
2025-12,0.0,0.0
2025-12,0.0,-1.6384738890592558
2025-12,0.0,-0.5254574610181919
2025-12,0.0,0.8001181358148557
2025-12,0.0,1.7413942193149694
2025-12,0.0,2.4435931495351326
2025-12,0.0,2.947562906363004
2025-12,0.0,2.961892901762667
2025-12,0.0,2.426872391932477
2025-12,0.0,2.2166894075251804
2026-01,0.0,0.732413003370425
2026-01,0.0,1.71786372298493
2026-01,0.0,2.6061833951160764
2026-01,0.0,1.6969199933967047
2026-01,0.0,2.013546814195479
2026-01,0.0,3.177071404359424
2026-01,-0.2478948717948736,3.438101063443028
2026-01,-0.3246769230769164,3.0604127309635487
2026-01,0.1542269230769166,2.065410157981475
2026-01,-0.265003846153844,2.6587265081992086
2026-01,-0.3488500000000005,2.507555233545005
