Date,rate_MDB_5D,rate_VOO_20D
2017-10,-0.5606264877319189,0.5909962245396159
2017-11,-6.159646913528438,3.668138582792736
2017-12,-0.2353351550102189,4.561484467854736
2018-01,-8.630516891098017,10.84577726202944
2018-02,9.861547308921814,5.083175663802052
2018-03,45.47589176804681,1.306405937249334
2018-04,15.693243505477897,1.197922723340831
2018-05,48.89167275513544,3.583460291290286
2018-06,51.70675960731508,3.8980936203459216
2018-07,60.12429870778866,7.752391543460213
2018-08,106.09761868921916,11.229666583857476
2018-09,124.05023172877384,11.258558844894528
2018-10,115.25448162787302,1.5016118446326845
2018-11,111.15225875295005,3.297511777328328
2018-12,106.09627158379556,-8.272687153220646
2019-01,120.70116370952832,0.4140428931971982
2019-02,135.21479491996766,3.9160661769963134
2019-03,229.86009412885969,5.804270909407915
2019-04,205.10213521518708,10.380491311678425
2019-05,194.34118837574556,1.4195521294609217
2019-06,209.7666688601754,9.574176697490769
2019-07,183.23382284827852,10.894219645336722
2019-08,193.0256643735568,8.152728878952463
2019-09,125.76425691604616,10.184533709968616
2019-10,134.25523942404527,12.518187577040283
2019-11,166.7712442283631,16.767289344587798
2019-12,131.11117042827604,20.242430617171213
2020-01,182.07481390657105,19.48801151026364
2020-02,156.79408098157248,7.409426988438231
2020-03,125.35210215279368,-9.16219646274361
2020-04,163.1828813663721,5.1270751878843335
2020-05,269.6684916198037,10.75215602012074
2020-06,252.67183046239964,12.68492436400781
2020-07,249.5819022239685,20.039170042900302
2020-08,249.79576128355663,29.268704494016664
2020-09,239.49350010279065,22.865925714765293
2020-10,228.76569233352257,18.55464748357394
2020-11,306.0708887482668,33.27732728760131
2020-12,397.8449330693245,38.27782444616567
2021-01,402.5514248137125,35.8459435483189
2021-02,414.6759171332404,39.38404372632709
2021-03,250.10398782357504,45.87343764595664
2021-04,282.8279261315953,53.795875032756896
2021-05,269.61975728259614,53.979178242341774
2021-06,350.4374528958694,56.95926831594679
2021-07,339.8081767296486,60.30704929013933
2021-08,372.34627658375103,64.63765493597607
2021-09,459.20327503539113,54.92856311480695
2021-10,508.041162327652,66.36153829005075
2021-11,471.55981346377206,63.92768721582323
2021-12,497.91747699128666,71.35642318221663
2022-01,350.6008266858516,60.19308984006966
2022-02,318.77468428187905,53.82854660114609
2022-03,379.4973563013944,59.59508196465136
2022-04,278.3141415201596,42.7967395719452
2022-05,149.62513354659498,42.486429025026354
2022-06,170.26962851695356,28.259753719774185
2022-07,221.82476288365515,41.45004661729705
2022-08,228.65513359661105,34.046379157209046
2022-09,100.24804891636336,19.141396053701488
2022-10,83.12953031742958,30.092940606242035
2022-11,51.72659990855628,37.89124327731814
2022-12,94.42218107014897,28.13064651864774
2023-01,110.03165188627976,37.0361065225718
2023-02,103.71799817478298,32.47190644320534
2023-03,124.91339350190805,37.63253148435322
2023-04,129.64477027090862,39.56048681371493
2023-05,178.96000108066502,39.72669313221566
2023-06,286.56438478388105,49.59413460042164
2023-07,294.05732044956045,54.52766311178523
2023-08,251.1923817807833,50.93410609966463
2023-09,215.4298964717813,42.07818918031347
2023-10,211.3521494020514,37.9229544013417
2023-11,272.2051482455953,51.97151877078103
2023-12,262.46522305594,59.214610969587454
2024-01,251.83402939055804,61.3737472764647
2024-02,289.48421825482296,70.11429548362824
2024-03,209.183843961257,75.55485179435186
2024-04,212.15447607340812,66.80154195723118
2024-05,100.14470898376275,75.46693585907214
2024-06,110.63842114374114,81.62392772505859
2024-07,111.2584318587062,83.07334139766228
2024-08,141.98361992004945,87.06715657896943
2024-09,123.45397765624102,90.68382649719388
2024-10,122.11267417956506,87.73349561048235
2024-11,163.20639097169897,99.10810481394816
2024-12,93.1646524990689,96.26109753944552
