Date,rate_COHR_5D,rate_VOO_20D
2015-01,28.634825978040706,-1.518847366333009
2015-02,20.39462976121904,3.8071354853312256
2015-03,21.66367144858836,0.9869605617523148
2015-04,12.940047778987896,1.746608207702649
2015-05,16.08659624028206,2.445606202443429
2015-06,15.61200941542218,0.04776396506172
2015-07,1.988739644706272,2.036085996627812
2015-08,1.120370731406739,-4.434936713324655
2015-09,-3.631465953779212,-6.094773822021493
2015-10,8.974211712880575,2.297216225363985
2015-11,11.08335312616826,2.3988964004516777
2015-12,9.715442775909722,0.3434943554218028
2016-01,22.52212089419368,-4.52656516429355
2016-02,27.77817146596908,-4.447803103129056
2016-03,24.639812184959677,2.1719200854301457
2016-04,18.47553092420804,2.324665158440076
2016-05,14.687960581700011,3.915405495537661
2016-06,4.87282378992282,4.00724027934829
2016-07,12.130754964947709,7.5917575889587585
2016-08,17.50804999031339,7.342809369768433
2016-09,33.92662927790122,7.017386138916026
2016-10,51.30592865809152,4.798164652285375
2016-11,62.15845729206006,8.494452471415205
2016-12,56.86618915678026,10.390336896972665
2017-01,90.404741513454,11.90247007193934
2017-02,82.44323509115642,15.760187256707091
2017-03,81.66831594806061,15.283797807965982
2017-04,64.57577143529367,15.934816100284976
2017-05,46.90528105244638,16.994728307342545
2017-06,66.09330055019933,17.136478505534527
2017-07,82.18108907304705,18.97367893004418
2017-08,69.03954849103005,18.72019140555643
2017-09,91.5899382386348,20.554453453961564
2017-10,107.47392798089984,22.72432186148508
2017-11,114.48689325368404,25.80142931747438
2017-12,109.47226233058367,26.694784745912315
2018-01,87.58922716054165,32.979094445078005
2018-02,67.24382195950778,27.21647492589707
2018-03,75.85213917006254,23.439731052017223
2018-04,62.11000084285039,23.331204473355925
2018-05,85.05938664853005,25.716725011008144
2018-06,80.8857857960435,26.03137595580347
2018-07,61.58197203435682,29.88570834576001
2018-08,103.27114744498998,33.36296644100614
2018-09,91.18238843900228,33.39185105514528
2018-10,48.9827556952517,23.63487871064532
2018-11,48.37732223438225,25.43083770863217
2018-12,27.8541446492818,13.860621845323218
2019-01,48.89040026625635,22.547351964416507
2019-02,65.5451740055365,26.04938354581945
2019-03,44.02087120730145,27.937588333863484
2019-04,53.09025701302404,32.513784116493106
2019-05,20.096972358129666,23.552877598656565
2019-06,39.2364684120265,31.7074612605702
2019-07,50.37856432728258,33.02750446496692
2019-08,41.25011317705691,30.28603801165129
2019-09,31.936031743189417,32.31781869888306
2019-10,23.818147116620693,34.65145702724135
2019-11,8.63047367665768,38.90059163831074
2019-12,25.17502806285954,42.37571729728826
2020-01,24.612467709395204,41.62129789303195
2020-02,9.59422820670266,29.54273740459625
2020-03,5.006920847766105,12.971082300305367
2020-04,26.881656107587084,27.26036193765493
2020-05,74.74251497259286,32.88548951594035
2020-06,72.49519620322471,34.81824263307942
2020-07,84.26045275446248,42.17245710429023
2020-08,60.56644592746099,51.40203781293789
2020-09,45.60149398018294,44.9991978126526
2020-10,62.45676142259384,40.68796556402934
2020-11,140.37314513513115,55.410660700374194
2020-12,167.7010489580272,60.41112741141124
2021-01,193.7574684152796,57.97926142811132
2021-02,191.91211807509745,61.51734650054932
2021-03,134.67929377761016,68.00668102053594
2021-04,128.68022920271022,75.92917798436152
2021-05,127.80374115072766,76.11246627328335
2021-06,143.69812607786326,79.09257108654555
2021-07,132.6351306311548,82.44035220365524
2021-08,108.39931942451736,86.77097222928649
2021-09,95.17565708369165,77.06188033266766
2021-10,97.75699446826958,88.49488429839352
2021-11,103.09558123565292,86.06099033837094
2021-12,120.63747077999678,93.48972621863872
2022-01,103.36639798154944,82.32636479479768
2022-02,121.489980136252,75.96183568678232
2022-03,129.72601790848103,81.72838499840822
2022-04,92.75937931304568,64.93005637736802
2022-05,95.75258820100892,64.61973210254249
2022-06,58.72914002491356,50.39305681844859
2022-07,63.369511408386046,63.58334963665839
2022-08,45.958347911419416,56.17966857983991
2022-09,7.386940841913225,41.27469882161567
2022-10,3.448608328141667,52.22624330082945
2022-11,12.79919424753886,60.02455957039199
2022-12,7.825025607369618,50.26394926082966
2023-01,33.2230502620376,59.16942258430016
2023-02,32.02835996929805,54.60519594527737
2023-03,16.285931059317615,59.76579440757752
2023-04,4.107850766224441,61.69378958469807
2023-05,12.659800246645435,61.85999586494295
2023-06,55.195110154249136,71.72743735518965
2023-07,43.68036809284413,76.66095283031464
2023-08,13.837138678300963,73.0674219472976
2023-09,-1.3716456227077511,64.21147918780346
2023-10,-10.540010025260592,60.05625746946246
2023-11,11.310584738585703,74.10482177162172
2023-12,31.530363188048028,81.34791398879584
2024-01,43.361871415740815,83.50703755181053
2024-02,78.83959907617226,92.24761118509106
2024-03,81.48701366168687,97.68816745478767
2024-04,62.9117455583716,88.93485752308263
2024-05,69.58198353708418,97.60023883076718
2024-06,114.37111868383572,103.75723071441652
2024-07,105.19372635441404,105.20664440437844
2024-08,128.59918171314905,109.20045960274724
2024-09,159.5747577369294,112.81712953774404
2024-10,168.48253438434685,109.86679866752304
2024-11,189.38012065825063,121.24140788720452
2024-12,172.18649655969082,115.09322754303484
2025-01,158.6076821790406,119.90914545546984
2025-02,145.88336910872343,121.8358893121859
