Date,rate_SOL-USD_5D,rate_VOO_20D
2020-04,-11.597478978186835,5.44344902625453
2020-05,-24.21045840030908,11.068545297349685
2020-06,21.42534019291402,13.001344698809358
2020-07,110.48588261482122,20.35555890121632
2020-08,497.2192955286752,29.58509370760198
2020-09,219.697404482999,23.182299883454707
2020-10,45.40481931968407,18.871067247721783
2020-11,89.96605262528857,33.593717124405885
2020-12,38.94292743112744,38.59424457843808
2021-01,239.4071052513529,36.16237826777753
2021-02,1026.8127207552568,39.70044821099697
2021-03,1399.9624536441634,46.18976751684119
2021-04,2989.5608548083283,54.11224966288592
2021-05,1853.3112554957688,54.29556776621892
2021-06,2149.30819745308,57.27567258848728
2021-07,1834.3925724714488,60.62345348416109
2021-08,6035.457068902703,64.95403011823255
2021-09,7465.082563100262,55.244952829533446
2021-10,10104.50707336688,66.67794240786009
2021-11,10035.52150571982,64.24404868177055
2021-12,7799.197085245261,71.67278464649594
2022-01,4327.603044044783,60.50945155200581
2022-02,4137.578476430693,54.14492230461791
2022-03,4918.932069308585,59.91145788740546
2022-04,3601.474380243264,43.11314324276725
2022-05,1637.1504148707554,42.802805235753496
2022-06,1132.342659392424,28.576157367043965
2022-07,1389.6102948268351,41.76640920338326
2022-08,983.42149081211,34.36275554565731
2022-09,1009.7925161466896,19.457785851987094
2022-10,958.7677307548514,30.409316967143308
2022-11,345.7207168488349,38.2076331513955
2022-12,204.95556253393872,28.44703628716466
2023-01,624.9670670163146,37.3525095780485
2023-02,547.33710609832,32.7882961618988
2023-03,510.93665010662255,37.94890791907088
2023-04,559.469617743303,39.87686318946948
2023-05,475.0816541846463,40.04308267459669
2023-06,411.1103689217202,49.91052413594228
2023-07,528.9957188434246,54.84405261108691
2023-08,412.7947541810097,51.250495651066245
2023-09,417.6522621535693,42.39457884070031
2023-10,863.5312322614295,38.239356974080565
2023-11,1352.0955502537508,52.28789553069741
2023-12,2452.9635915163594,59.5309877842959
2024-01,2182.3577127568155,61.6901113273087
2024-02,2798.0631718053314,70.43068496871598
2024-03,4185.117438869193,75.87125399865472
2024-04,2713.104961822614,67.11794404295834
2024-05,3500.4049429123347,75.78332532707246
2024-06,2879.9264228280413,81.94031718756125
2024-07,3498.125894575829,83.38973085476195
2024-08,2739.872728629456,87.38354603075857
2024-09,2983.510424108565,91.00021594376248
2024-10,3244.259423740343,88.04988505191817
2024-11,4653.504930091414,99.42449425033666
2024-12,3531.6913990633325,93.27631388525556
2025-01,4681.366490770849,100.34560592062851
