Date,rate_GRAL_5D,rate_VOO_20D
2024-06,0.0,0.0
2024-06,0.0,0.3807936693274882
2024-06,0.0,0.5428637164572052
2024-06,-0.4946649975776651,2.147123200789764
2024-06,2.4263413004875334,2.6899869172469835
2024-06,29.60433354902268,2.1228164274796484
2024-06,9.919331126689922,1.6771922501274048
2024-06,18.8728301577568,1.130271181852919
2024-06,8.522335486888899,1.9729308816661304
2024-06,6.807832580089568,2.199794099227248
2024-06,-3.161665482044218,2.515794598123307
2024-06,-1.8281652398109416,1.728693237304725
2024-07,-3.1214961810111963,1.2948793856185006
2024-07,-2.5394951942761645,2.610389971008786
2024-07,0.3058354255358386,3.533273340191528
2024-07,-1.569497661113728,4.759740841075484
2024-07,-4.479496427694951,4.95807421299422
2024-07,-9.232494207541142,5.1847586254572064
2024-07,-9.97616556119918,7.176245747039246
2024-07,-5.643498401165004,5.387143916195001
2024-07,-4.091493714173621,6.666224405781122
2024-07,0.9525045590400794,7.297654617341607
2024-07,25.913841839313516,8.483640103602397
2024-07,28.30650159883501,5.549047192309644
2024-07,9.553170732339233,3.990669301558341
2024-07,7.354503078937546,2.6184814174577866
2024-07,4.444498145262399,4.739506029358381
2024-07,-0.7288302543957959,4.395439883033959
2024-07,-3.3154944542248987,-0.3201634126539829
2024-07,2.601505299091356,-1.3361417851620985
2024-07,5.67316826550166,0.9103436158599294
2024-07,-0.0174991412162706,1.0601159178955584
2024-07,0.56450184551875,-0.0003963880547104
2024-07,-0.4054956876436755,3.177076219788077
2024-08,5.682074723601338,-0.494004759896157
2024-08,5.364579568266858,-4.169527992902317
2024-08,8.857074723601333,-10.097918626248996
2024-08,8.28557375466823,-8.18761281403279
2024-08,11.905083928465832,-9.529668097277636
2024-08,10.825583443999289,-5.048102357719358
2024-08,2.6340776304006663,-4.205800090758871
2024-08,-2.3824221273660573,-4.105040150896755
2024-08,0.6020795682668778,-0.8244879861832146
2024-08,-2.2554192205667345,-0.1836809240504777
2024-08,0.7925778726339372,3.2742097218162485
2024-08,6.380578599333764,3.70545288796545
2024-08,6.634584412932387,5.680221867290683
2024-08,1.999075208067902,5.337660279166343
2024-08,7.460079083800308,6.063102236297766
2024-08,5.047084412932401,4.382519710506486
2024-08,-2.1284223695993365,6.611181037379467
2024-08,-4.858924307465539,6.099374334154319
2024-08,-5.23992091619967,6.377460417721366
2024-08,-7.716423096299163,5.188549879610406
2024-08,-5.874923338532434,5.220799969337278
2024-08,-10.383423580765715,7.16735320451356
2024-09,-12.724185959529857,2.051273006469017
2024-09,-12.263587967586496,1.5456381167047226
2024-09,-11.342385708522784,1.0440202971288102
2024-09,-16.474790226650214,-2.3308346150633525
2024-09,-12.197786461544023,-0.0876141726308787
2024-09,-11.737188469600657,0.7430594330778888
2024-09,-12.329389473628982,2.8137301266855275
2024-09,-10.815986210536945,4.57140103029549
2024-09,-7.262786461544024,5.666918722214888
2024-09,-7.525986210536939,5.979906227594228
2024-09,-7.591787716579423,6.0762422044050055
2024-09,-8.447188469600665,5.402062351385922
2024-09,-8.710388218593579,9.013690996943438
2024-09,-8.183988720607738,8.600362729183217
2024-09,-14.17178771657942,9.11801197565768
2024-09,-12.855788971614825,9.72396305856617
2024-09,-14.040184704494465,9.294591079289162
2024-09,-10.486984955501544,10.133311109992915
2024-09,-5.222989975643144,9.859167567719368
2024-09,-9.43418595952986,10.7809807566925
2024-10,-10.741135387976952,7.862160437444402
2024-10,-10.741135387976952,7.898246832451605
2024-10,-15.319804109493871,7.501418814134922
2024-10,-12.222470519304265,9.429459852327524
2024-10,-13.771134103695536,7.529456108154079
2024-10,-12.424468721310278,9.509608347272362
2024-10,-12.895799999793356,10.952648236567924
2024-10,-12.222470519304265,10.595894465723688
2024-10,-2.3918035957813166,11.858551310688185
2024-10,-6.566469491879134,13.606209304549807
2024-10,-5.623800513505916,11.96676156500476
2024-10,-3.5364707761605385,12.86464000348954
2024-10,-4.344470005591694,12.896714080679018
2024-10,-0.5738005135059177,13.72244419450189
2024-10,-2.3918035957813166,13.389764330564148
2024-10,-3.8731323057015534,13.24143089807005
2024-10,-7.845799999793357,11.28134024804048
2024-10,-12.55913847025234,11.762329079119809
2024-10,-12.424468721310278,11.678168266357204
2024-10,-12.828471546729393,12.343552459585284
2024-10,-12.491803595781317,12.684281424511084
2024-10,-8.24980282521246,12.038909889666684
2024-10,-8.58647077616055,7.83409867807265
2024-11,-7.54591137559073,7.817929076540324
2024-11,-4.615772937502182,7.362873229372383
2024-11,-5.092770857947215,9.877618356732398
2024-11,-5.706057612010406,15.146623229372366
2024-11,1.6533704395294224,16.83511479634828
2024-11,-1.2086300803593186,17.80109130798563
2024-11,4.3790886244092775,17.980721180625608
2024-11,2.948088364464896,17.322086435345668
2024-11,8.603944987433309,17.43386479634826
2024-11,7.854375898361199,16.04075266459374
2024-11,0.9719457672664022,13.230628102012346
2024-11,-4.479484103884013,14.120761972455044
2024-11,0.903801350457334,14.907132974652328
2024-11,2.948088364464896,14.986971180625602
2024-11,11.738510177339824,16.080683949180283
2024-11,12.590295891625548,16.811141407676402
2024-11,20.597089404242386,17.51367863912172
2024-11,19.50680472973414,18.743118794151
2024-11,19.02980680928912,18.04058156270568
2024-11,19.370515896115982,19.19817464131896
2024-12,24.221030556201928,18.81064946166248
2024-12,28.394787632465366,18.862329088631768
2024-12,34.158530556201924,20.253651402681346
2024-12,48.60103257799149,19.883960099333606
2024-12,43.36728914880752,20.325202210161365
2024-12,44.6922815670967,19.16840349906242
2024-12,35.98040302896499,18.540338323604004
