Date,rate_CRDO_5D,rate_VOO_20D
2022-01,-0.4969199953079095,7.544641113281244
2022-02,36.158450405597705,1.1801120052658831
2022-03,16.948021146416693,6.9466613168917775
2022-04,-16.932078664875007,-9.85166730414842
2022-05,-20.712994252443305,-10.161991578973954
2022-06,-6.211293153967157,-24.388666863067847
2022-07,30.43826518970729,-11.198374044858047
2022-08,9.897114149570465,-18.602055101676527
2022-09,-12.657701138782484,-33.50702485990077
2022-10,10.172498616261926,-22.555480380686987
2022-11,10.691977511525153,-14.757164111124446
2022-12,4.654345687682837,-24.517774420686777
2023-01,35.983174476998215,-15.612301097216282
2023-02,-18.325207435448952,-20.176527736239063
2023-03,-26.475332604378444,-15.015929273938916
2023-04,-35.3131723389906,-13.087934096818373
2023-05,10.20136187720302,-12.921727816573489
2023-06,40.38443791898929,-3.054286326326789
2023-07,35.51266716201307,1.879229148798203
2023-08,29.818386337893354,-1.7143017342188358
2023-09,18.914107857899243,-10.570244493712975
2023-10,9.928803605556505,-14.72546621205398
2023-11,37.791780173083154,-0.676901909894724
2023-12,47.86251214365007,6.566190307279399
2024-01,54.03695089033936,8.725313870294087
2024-02,59.64130164066952,17.46588750357462
2024-03,54.79120476257802,22.906443773271235
2024-04,28.9234892628933,14.153133841566188
2024-05,86.80011074913342,22.818515149250743
2024-06,125.54718396176064,28.975507032900083
2024-07,92.60434118758144,30.424920722862
2024-08,138.9084401677016,34.418735921230805
2024-09,107.4493764096569,38.0354058562276
2024-10,150.2407660831043,35.0850749860066
2024-11,219.2808683352073,46.45968420568808
2024-12,330.2066313447308,40.3115038615184
2025-01,338.9811122763408,45.1274217739534
2025-02,333.0382359968944,47.05416563066946
