Date,rate_CRSP_5D,rate_VOO_20D
2016-10,29.606643366813667,-0.8619794762652955
2016-11,43.566217168172194,2.834308342864534
2016-12,25.21679136753083,4.730192768421994
2017-01,3.495031963348394,6.24232594338867
2017-02,38.125294640541085,10.100043128156422
2017-03,22.39620926366537,9.623653679415312
2017-04,-6.439070733785613,10.274671971734309
2017-05,-24.592742708841957,11.334584178791877
2017-06,-9.071738378334029,11.476334376983855
2017-07,0.2470507441000524,13.31353480149351
2017-08,17.642582777222017,13.06004727700576
2017-09,1.4212807149520446,14.894309325410894
2017-10,9.163214314767298,17.064177732934407
2017-11,7.086028650569931,20.14128518892371
2017-12,31.741892728239307,21.03464061736165
2018-01,116.53334176627328,27.31895031652733
2018-02,159.2687990225951,21.5563307973464
2018-03,136.83061623957283,17.779586923466553
2018-04,136.0350627022028,17.671060344805255
2018-05,237.41851258897785,20.056580882457475
2018-06,178.60498827182164,20.3712318272528
2018-07,119.98903026176536,24.22556421720934
2018-08,155.09290853637458,27.702822312455467
2018-09,94.84401340341569,27.73170692659461
2018-10,41.41657340433049,17.974734582094648
2018-11,63.25898452654592,19.7706935800815
2018-12,19.90253876442569,8.200477716772546
2019-01,35.13021725324106,16.887207835865837
2019-02,46.22021425395013,20.38923941726878
2019-03,45.68932353132003,22.27744420531281
2019-04,62.31726236243546,26.85363998794244
2019-05,42.06951132128456,17.892733470105895
2019-06,86.39584820703901,26.04731713201953
2019-07,97.88774010316304,27.367360336416247
2019-08,77.8205178272062,24.62589388310062
2019-09,55.936486092296825,26.65767457033239
2019-10,89.99207129956545,28.99131289869068
2019-11,166.87393923506372,33.240447509760074
2019-12,123.39555188480618,36.71557316873759
2020-01,88.04064666256093,35.96115376448128
2020-02,91.26486014748755,23.88259327604558
2020-03,50.084259681535336,7.310938171754697
2020-04,73.03867744412207,21.60021780910426
2020-05,125.0295810790274,27.22534538738968
2020-06,152.90353399169967,29.158098504528752
2020-07,190.1339309735501,36.51231297573956
2020-08,212.76754176562036,45.74189368438722
2020-09,176.02561448335652,39.339053684101934
2020-10,199.1527424616337,35.02782143547867
2020-11,308.2311566363409,49.750516571823525
2020-12,385.25490515115627,54.750983282860574
2021-01,417.2118195438834,52.31911729956065
2021-02,286.48300574586125,55.85720237199865
2021-03,269.552739099754,62.34653689198527
2021-04,292.9583567521998,70.26903385581085
2021-05,249.2559311476005,70.45232214473268
2021-06,372.5743416884275,73.43242695799488
2021-07,248.6131937506159,76.78020807510457
2021-08,255.6247353939772,81.11082810073582
2021-09,214.801987810174,71.40173620411699
2021-10,154.05736635368874,82.83474016984285
2021-11,120.05370847630124,80.40084620982027
2021-12,107.0113099606708,87.82958209008805
2022-01,72.71446189857629,76.66622066624701
2022-02,65.16046000833946,70.30169155823165
2022-03,68.02691633837259,76.06824086985755
2022-04,31.981132237918253,59.26991224881735
2022-05,53.76667009824256,58.959587973991816
2022-06,60.16117953434672,44.73291268989792
2022-07,96.51718537352794,57.92320550810772
2022-08,69.40808899745015,50.51952445128924
2022-09,69.11172613622718,35.614554693065
2022-10,34.74490374862182,46.56609917227878
2022-11,40.56822444804511,54.36441544184133
2022-12,3.907235440862822,44.60380513227899
2023-01,30.316359573717257,53.50927845574949
2023-02,25.563120488539724,48.9450518167267
2023-03,14.890231699744373,54.10565027902685
2023-04,24.101350503784435,56.0336454561474
2023-05,61.97305805710806,56.19985173639228
2023-06,41.31674676277,66.06729322663898
2023-07,43.79454959718292,71.00080870176397
2023-08,24.995561827256573,67.40727781874693
2023-09,13.165930810821758,58.55133505925279
2023-10,-3.0030395468057525,54.39611334091179
2023-11,66.07873718830089,68.44467764307105
2023-12,55.06538095420599,75.68776986024517
2024-01,55.24560199470199,77.84689342325986
2024-02,106.82510358732542,86.58746705654039
2024-03,66.43724578906156,92.028023326237
2024-04,28.83990943434447,83.27471339453196
2024-05,30.32610186587612,91.94009470221653
2024-06,30.58923336252761,98.09708658586584
2024-07,38.1730315864814,99.54650027582775
2024-08,14.798160683219642,103.54031547419656
2024-09,12.9120444949681,107.15698540919335
2024-10,11.38999892910646,104.20665453897236
2024-11,22.638892803505215,115.58126375865383
2024-12,-5.889477101054186,109.43308341448416
2025-01,-0.5531483161048012,114.24900132691916
2025-02,4.028219535308741,116.17574518363524
