Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Sector,Market Cap
2015-01-02,24.805921564775062,24.817056961010813,23.906236257464577,24.347171783447266,212818400,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,AAPL,Technology,413152598174.5039
2015-01-05,24.115572564112266,24.195742670019182,23.474213415880083,23.66127586364746,257142000,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.22519971507726777,-0.045039943015453554,-0.18015977206181422,AAPL,Technology,401513425600.0
2015-01-06,23.725853972316052,23.92405178884312,23.300506989170014,23.66349983215332,263188400,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.39911173613859807,-0.11585430164008247,-0.2832574344985156,AAPL,Technology,401551223171.5879
2015-01-07,23.872834880634,24.095529242203433,23.761487699849283,23.995317459106445,160423600,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.42164953471320443,-0.17701334825470688,-0.24463618645849755,AAPL,Technology,407181850432.0
2015-01-08,24.324906435495574,24.975173578849137,24.206876993900643,24.917272567749023,237458000,0.0,0.0,,,,,,,,,24.1169075012207,,,,,,,,,,-0.1304597286311443,-0.16770262432999436,0.03724289569885006,AAPL,Technology,422826700661.83203
2015-01-09,25.090969990443114,25.2201331108292,24.543142137348912,24.943992614746094,214798000,0.0,0.0,,,,,,,,,24.23627166748047,,,,,,,,,,0.10703721361655695,-0.11275465674068409,0.21979187035724104,AAPL,Technology,423280185027.5879
2015-01-12,25.075376964307544,25.082057521230563,24.229139673280386,24.3293514251709,198603200,0.0,0.0,,,,,,,,,24.369886779785155,,,,,,,,,,0.09016389058187407,-0.07217094727617247,0.16233483785804653,AAPL,Technology,412850275264.0
2015-01-13,24.814833902456368,25.11992580328411,24.25364483343385,24.545373916625977,268367600,0.0,0.0,,,,,,,,,24.546261596679688,,,,,,,,,,0.14664729421380024,-0.028407298978177935,0.17505459319197816,AAPL,Technology,416515861268.33594
2015-01-14,24.282589377119052,24.6054954684306,24.162334237858946,24.45183753967285,195826400,0.0,0.0,,,,,,,,,24.63756561279297,,,,,,,,,,0.15857720137773335,0.008989601093004323,0.14958760028472903,AAPL,Technology,414928709234.83984
2015-01-15,24.496370145197762,24.509731257953405,23.75257208541073,23.7882022857666,240056000,0.0,0.0,,,,,,,,,24.411751556396485,24.264329528808595,,,,,,,,,-0.05130787015690721,-0.0030698931569779833,-0.048237976999929225,AAPL,Technology,403667425882.916
2015-01-16,23.834974890873916,23.957457457239105,23.427443841720255,23.60337257385254,314053200,0.0,0.0,,,,,,,,,24.143627548217772,24.189949607849123,,,,,,,,,-0.2766200143368279,-0.05777991739294797,-0.21884009694387996,AAPL,Technology,400530890556.4121
2015-01-20,24.015362078945394,24.267007825730193,23.716952413406514,24.211334228515625,199599600,0.0,0.0,,,,,,,,,24.120024108886717,24.244955444335936,,,,,,,,,-0.25003163238097503,-0.0962302603905534,-0.15380137199042165,AAPL,Technology,410847436436.33594
2015-01-21,24.262547883348592,24.732433080930285,24.11111566281483,24.39616584777832,194303600,0.0,0.0,,,,,,,,,24.090182495117187,24.318222045898438,,,,,,,,,-0.1654619927493277,-0.11007660686230827,-0.05538538588701944,AAPL,Technology,413983971762.83984
2015-01-22,24.554277991079733,25.046432270318064,24.434022845619882,25.03084373474121,215185600,0.0,0.0,56.61351489881779,,,,,,,,24.20598373413086,24.421774673461915,,,,,,,,,0.11097851542550125,-0.06586558240474638,0.17684409783024763,AAPL,Technology,424753973177.4199
2015-01-23,25.00857715233457,25.33148329272044,24.837101544746282,25.160009384155273,185859200,0.0,0.0,57.6712978280428,,,,,,,53.95421011523636,24.480345153808592,24.44604835510254,,,,,,,,,0.3674222551082218,0.02079198509784725,0.34663027001037455,AAPL,Technology,426945771031.9238
