Date,rate_TSLY_5D,rate_VOO_20D
2022-11,4.073479340553288,1.9854916890462209
2022-12,-30.208088337898243,-7.775105062378223
2023-01,-8.822623581290234,1.1303682451215664
2023-02,9.849819300842276,-3.4338717882705225
2023-03,11.311037509600318,1.7267666183789814
2023-04,-9.731789163793836,3.654748464227104
2023-05,9.198434897005558,3.820941495081968
2023-06,26.084851168791467,13.68838297058619
2023-07,29.715768354368223,18.621898431252205
2023-08,14.7348931115324,15.028380613304307
2023-09,10.69287768431506,6.172424818509768
2023-10,-7.130628265050742,2.017203171963253
2023-11,2.756585951702939,16.06576754458746
2023-12,10.517339536094685,23.308859690244788
2024-01,-13.721443094074726,25.46798323880688
2024-02,-3.817374268307394,34.208556857895246
2024-03,-13.51951440191268,39.6491004434086
2024-04,-10.321707956991688,30.89579061040766
2024-05,-8.908948337435707,39.56118451629607
2024-06,0.9424276539484744,45.71817638625959
2024-07,4.726043566313676,47.16759006277172
2024-08,-2.530684364733471,51.16140524792058
2024-09,7.619576191484945,54.77807516992159
2024-10,2.391981457252501,51.827744286923206
2024-11,34.49148762823986,63.20235349404017
2024-12,42.27026884577012,57.054173137513686
2025-01,35.72314471721651,54.15782777415467
