Date,rate_COIN_5D,rate_VOO_20D
2021-04,-9.677381034851065,2.447238832944393
2021-05,-24.585696441650374,2.632790253244494
2021-06,-13.35073409271239,5.61442462905967
2021-07,-15.513163641357409,8.965960608209883
2021-08,-4.706719708760576,13.288332039996192
2021-09,-15.64416815621511,3.5724586928364204
2021-10,20.48725024223328,14.990238600423964
2021-11,16.149386622111027,12.553602003914976
2021-12,-7.441528797912578,19.964905127106974
2022-01,-29.38812691289727,8.791153013666587
2022-02,-27.06363960456847,2.44356781682356
2022-03,-25.49308694810132,8.220795377632243
2022-04,-54.461967281341536,-8.544539636284341
2022-05,-66.1295772666931,-8.854526554507288
2022-06,-76.54362822508811,-23.088815394307225
2022-07,-62.94441095913157,-9.886883855594595
2022-08,-56.99862184471554,-17.277740053941585
2022-09,-55.51202601693805,-32.15897423868846
2022-10,-51.58585433683395,-21.224783416679216
2022-11,-64.7218414502825,-13.438470190638595
2022-12,-70.39150978279113,-23.184480101887367
2023-01,-45.743148230179486,-14.292043495333928
2023-02,-38.27646263313292,-18.864770474850864
2023-03,-34.09192698394775,-13.71078850361416
2023-04,-46.28357786354651,-11.78530524141346
2023-05,-35.62723798709445,-11.618946291990298
2023-06,-24.600389872142227,-1.759129827216313
2023-07,4.530876962859054,3.16415073250154
2023-08,-15.612020063400257,-0.4245730348132923
2023-09,-19.872788076708392,-9.29006461696163
2023-10,-17.08529884016513,-13.4379465941364
2023-11,34.74350087980793,0.5941199984474679
2023-12,86.0499783227584,7.829088884046158
2024-01,35.5839466597421,9.98618911677768
2024-02,113.48705086421968,18.717226351508454
2024-03,173.9326029589885,24.15217091914585
2024-04,107.32294718541596,15.408906723813388
2024-05,126.52502515401598,24.065451454258195
2024-06,119.65175260210036,30.21641225301612
2024-07,118.6862087600522,31.664795214347635
2024-08,76.54911808985756,35.65507217828289
2024-09,70.0070573743776,39.268699710023895
2024-10,69.60528444281495,36.321817611309655
2024-11,177.42124059880578,47.68589355479645
2024-12,158.45271942992832,40.989717404164
