Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,38,29,9,-0.06,0.4,11.0,593.4
2016-2018,42,18,24,-0.03,1.0,61.6,561.4
2017-2019,107,29,78,0.77,65.6,61.6,1060.8
2018-2020,230,25,204,0.41,247.5,62.6,1933.8
2019-2021,315,54,260,0.34,440.9,62.6,2603.9
2020-2022,96,6,90,0.23,186.1,69.1,1916.4
2021-2023,44,17,27,0.5,78.0,69.1,2855.5
2022-2024,52,17,35,0.46,107.4,70.8,3732.3
2023-2025,32,28,4,0.6,16.2,70.8,3017.8
