Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,3058,29,3029,-0.01,230.6,63.1,281.3
2016-2018,532,18,514,0.01,479.9,72.7,74.4
2017-2019,788,29,758,0.02,707.3,72.7,142.9
2018-2020,2241,25,2216,0.07,2688.7,72.7,576.2
2019-2021,6092,54,6037,0.1,8115.2,73.5,920.0
2020-2022,1409,6,1403,0.14,2108.4,73.5,328.8
2021-2023,-172,17,-189,0.37,-340.0,73.5,839.7
2022-2024,2194,17,2177,0.33,4540.3,70.9,1856.3
2023-2025,4246,28,4218,0.23,10307.6,62.9,2219.7
