Date,rate_001440_5D,rate_VOO_20D
2015-01,0.0,-1.5236761779784946
2015-02,0.0,3.8192788035074976
2015-03,0.0,0.9901221313476816
2015-04,0.0,1.7522245819092008
2015-05,0.0,2.4533771870931087
2015-06,0.0,0.047910297938758
2015-07,0.0,2.0242529563903933
2015-08,0.0,-4.468841806199797
2015-09,0.0,-6.131997005462631
2015-10,0.0,2.288447880831645
2015-11,0.0,2.391773683547993
2015-12,0.0,1.3296782103318527
2016-01,0.0,-4.520275698525555
2016-02,0.0,-4.446783657836906
2016-03,0.0,2.193164545059223
2016-04,0.0,2.3531748827765986
2016-05,0.0,3.931884757147897
2016-06,3.696746967516473,4.0209836755049855
2016-07,3.9281400878906414,7.586313804626488
2016-08,-5.574464797247003,7.33480618649438
2016-09,-5.321080033735781,7.009796273665003
2016-10,-8.890059909986403,4.799584829247516
2016-11,-10.253918090820305,8.481916562080393
2016-12,-9.344288710937487,10.751282511291516
2017-01,-6.903759427584122,11.881579461611237
2017-02,-8.960434425636565,15.731045989425096
2017-03,-12.505381243024535,15.25510256440299
2017-04,-11.930633452316798,15.904059831816596
2017-05,-22.41796987304686,16.961075870005303
2017-06,-21.69480955456148,17.09806458922356
2017-07,-28.82109480285643,18.944068242788337
2017-08,-21.13674344519412,18.69250802404232
2017-09,-27.125736285041345,20.53523224370621
2017-10,-25.161496498325874,22.70620714416505
2017-11,-30.01225136990016,25.77790843815276
2017-12,-30.326046096389348,27.113771485612205
2018-01,-15.069593814247517,32.9573097851402
2018-02,-20.23288347606169,27.21376527483037
2018-03,-20.35140220947265,23.436299158096308
2018-04,2.853685582602905,23.33900981623953
2018-05,7.245311000279031,25.72494521513442
2018-06,-19.92951409202397,26.034247152284152
2018-07,-26.57134154163706,29.8876668850292
2018-08,-24.870925878906235,33.36152357482911
2018-09,-21.072829579228937,33.390959050551714
2018-10,-32.04856350772938,23.59528472754297
2018-11,-29.55989511108398,25.3905198979378
2018-12,-31.759792819276143,12.815036449665929
2019-01,-24.132821220703104,22.510161906280523
2019-02,-22.68027049823833,26.011175121980568
2019-03,-27.046725632887604,27.8991145662161
2019-04,-30.99710433556897,32.474308452966085
2019-05,-42.509068404586216,23.516415531582304
2019-06,-46.8217089222301,31.6697689050848
2019-07,-53.14411019025529,32.99004299354556
2019-08,-53.96429301586485,30.249588855141084
2019-09,-51.95742448056976,32.2817171638752
2019-10,-48.81928801559188,34.615935688859324
2019-11,-50.15613777262369,38.86550743637085
2019-12,-48.50159092037012,41.97596291388843
2020-01,-49.08882742014238,41.587504455566425
2020-02,-51.24304742140995,29.50816210356216
2020-03,-53.65564135169981,12.934553910255463
2020-04,-40.27933611215444,28.286210003192625
2020-05,-28.54444042413884,32.78022039979878
2020-06,-36.98962455726736,34.70797996133834
2020-07,-25.134087942684392,42.06143773606246
2020-08,-34.05952306421251,51.2717905063353
2020-09,-22.590996388462603,43.75648497336253
2020-10,-16.457364397075803,40.55198327249878
2020-11,45.65023029073081,55.28255239486697
2020-12,29.5161624956523,59.42944658692244
2021-01,5.268636228819168,57.85629805817476
2021-02,-5.812190379231764,61.39796235717774
2021-03,9.949457479376544,67.89237001900925
2021-04,8.522912171202822,75.82076602073771
2021-05,54.51874222349511,76.00630298340624
2021-06,170.5828246004129,78.98793721104876
2021-07,128.90901585540772,82.33945877990725
2021-08,119.09578726460026,86.6618592966339
2021-09,109.52190571259293,76.94597186167648
2021-10,96.969269800393,88.36376603680347
2021-11,59.74189196050737,85.92714373234342
2021-12,56.99121492273667,93.86885319501091
2022-01,54.5861764952194,78.89388982373615
2022-02,42.76497897444103,75.81706784197931
2022-03,75.2322847886519,81.59433713410118
2022-04,70.71563868147604,64.82898825639019
2022-05,108.05049530029298,64.51898771514892
2022-06,72.30325857309194,50.284739878727855
2022-07,63.97019517318061,63.48665759293932
2022-08,73.38342413133189,56.095760730538345
2022-09,35.6698091222885,41.21452654883202
2022-10,39.59365076968544,52.14873112423548
2022-11,55.3484227180481,59.93504430532457
2022-12,38.356218255426455,50.60323122272297
2023-01,46.967061412577735,59.081484523228255
2023-02,33.69681281442354,54.5087576423414
2023-03,38.079541951904304,59.66275277099611
2023-04,36.08495219557357,61.58822291534727
2023-05,29.947237820494426,61.75459509367103
2023-06,29.21588758983429,71.61441149339399
2023-07,18.462281173706074,76.53769201865563
2023-08,19.842393004789805,72.94896824689594
2023-09,10.493247861466326,63.522492923088826
2023-10,1.7429732757283212,59.93556886676541
2023-11,8.366003832781765,73.96764840994943
2023-12,-6.455783387910319,81.68727759419015
2024-01,-4.786488979270231,83.35971747561368
2024-02,-4.049673763240769,92.09075471235396
2024-03,4.531126895359594,97.52569922719682
2024-04,38.659170020179445,88.78244759240614
2024-05,66.7849667743884,97.4389797671134
2024-06,64.76944532417632,103.58994056821076
2024-07,37.94384665758859,105.0383235318414
2024-08,23.610993267352782,109.02860049803644
2024-09,20.89395095152777,112.64222803199895
2024-10,17.945262288069543,109.69534593546896
2024-11,13.806468435668972,121.05942188110356
2024-12,15.27914225025022,122.06719808682529
