Date,Open,High,Low,Close,Adj Close,Volume,Change,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Sector
2015-01-16,26680.0,26680.0,26260.0,26320.0,20940.765625,13568500,0.0012919896640826,,,,,,,,,26600.0,26426.0,,,,,,,,,-0.05643059816197839,-0.11907273652377844,0.06264213836180005,005930,통신 및 방송 장비 제조업
2015-01-19,26580.0,26980.0,26400.0,26860.0,21370.400390625,6672950,0.0012919896640826,,,,,,,,,26708.0,26446.0,,,,,,,,,0.05374256004731831,-0.08450967720955908,0.1382522372568774,005930,통신 및 방송 장비 제조업
2015-01-20,27000.0,27440.0,26900.0,27440.0,21831.861328125,13278050,0.0012919896640826,,,,,,,,,26840.0,26600.0,,,,,,,,,0.3129108720927541,-0.005025567349096441,0.3179364394418505,005930,통신 및 방송 장비 제조업
2015-01-21,27340.0,27900.0,27200.0,27900.0,22197.845703125,16612650,0.0012919896640826,66.33165829145729,,,,,,,,27040.0,26776.0,,,,,,,,,0.6480627581905577,0.1255920977588344,0.5224706604317233,005930,통신 및 방송 장비 제조업
2015-01-22,27960.0,27980.0,27560.0,27560.0,21927.333984375,17957700,0.0012919896640826,61.111111111111114,,,,,,,53.67118030402244,27216.0,26904.0,,,,,,,,,0.800696444801364,0.26061296716734034,0.5400834776340238,005930,통신 및 방송 장비 제조업
2015-01-23,28000.0,28000.0,27540.0,27720.0,22054.634765625,12858750,0.0012919896640826,61.990950226244344,,,,,,,59.97256656299248,27496.0,27048.0,,,,,,,90.062291757207,,0.9575155492304982,0.3999934835799719,0.5575220656505263,005930,통신 및 방송 장비 제조업
2015-01-26,27500.0,27900.0,27280.0,27780.0,22102.375,10153500,0.0012919896640826,75.26881720430107,,,,,,,61.41339945824166,27680.0,27194.0,,,,,,,86.95494712443866,,1.0861292872391504,0.5372206443118076,0.5489086429273428,005930,통신 및 방송 장비 제조업
2015-01-27,27500.0,28000.0,27480.0,28000.0,22277.40625,9957200,0.0012919896640826,75.13513513513513,,,,,,,68.54536817800262,27792.0,27316.0,,,,,,,92.93785310734465,89.98503066299678,1.237958422338839,0.6773681999172139,0.560590222421625,005930,통신 및 방송 장비 제조업
2015-01-28,27720.0,27800.0,27480.0,27560.0,21927.333984375,10831500,0.0012919896640826,66.0,,,,,,,61.50719683146626,27724.0,27382.0,,,,,,,89.55932203389831,89.81737408856054,1.2134195592212076,0.7845784717780127,0.42884108744319493,005930,통신 및 방송 장비 제조업
2015-01-29,27360.0,27900.0,27140.0,27200.0,21640.9140625,13702250,0.0012919896640826,60.55045871559633,28250.024905057933,26944.0,25637.975094942067,,,,59.819664146025644,27652.0,27434.0,26944.0,,,,,,79.33333333333333,87.2768361581921,1.0751585174999898,0.8426944809224082,0.23246403657758163,005930,통신 및 방송 장비 제조업
2015-01-30,27200.0,27540.0,27200.0,27300.0,21720.47265625,16110000,0.0012919896640826,61.085972850678736,28283.726629967892,26979.0,25674.273370032108,,,,57.1490784828543,27568.0,27532.0,26979.0,,,,,,67.66666666666667,78.85310734463276,0.9838247935395166,0.8709205434458299,0.11290425009368665,005930,통신 및 방송 장비 제조업
2015-02-02,27300.0,27540.0,27120.0,27360.0,21768.2109375,10521000,0.0012919896640826,57.2139303482587,28320.250560312146,27014.0,25707.749439687854,,,,50.98820268568066,27484.0,27582.0,27014.0,,,,69.77401129943503,,62.73946360153257,69.91315453384419,0.9185831906296581,0.8804530728825957,0.03813011774706243,005930,통신 및 방송 장비 제조업
2015-02-03,27600.0,27600.0,27180.0,27320.0,21736.3828125,5654400,0.0012919896640826,55.329949238578685,28286.46401921726,27085.0,25883.53598078274,,,,48.58431309918467,27348.0,27570.0,27085.0,,,,71.46892655367232,,63.04597701149425,64.48403575989784,0.8453026094967059,0.8734229802054178,-0.028120370708711873,005930,통신 및 방송 장비 제조업
2015-02-04,27500.0,27620.0,27180.0,27180.0,21625.0,9328900,0.0012919896640826,56.47668393782383,28253.25501708073,27137.0,26020.74498291927,,,,49.88078351317841,27272.0,27498.0,27137.0,,,,67.68926553672317,,59.003831417624525,61.59642401021711,0.7373576060869554,0.8462099053817254,-0.10885229929476992,005930,통신 및 방송 장비 제조업
2015-02-05,27180.0,27380.0,26920.0,27160.0,21609.083984375,6770400,0.0012919896640826,61.93181818181819,28221.8478325511,27181.0,26140.1521674489,,,,51.85672819777148,27264.0,27458.0,27181.0,,,,62.72881355932204,,53.764367816091955,58.60472541507024,0.6385468739290241,0.8046772990911851,-0.16613042516216103,005930,통신 및 방송 장비 제조업
2015-02-06,26920.0,27480.0,26720.0,27440.0,21831.861328125,8005050,0.0012919896640826,58.895705521472394,28194.20513090397,27239.0,26283.79486909603,12.0,68.0,56.0,52.282797357663796,27292.0,27430.0,27239.0,,,,63.0,,52.207854406130274,54.99201787994892,0.635746070765322,0.7708910534260125,-0.13514498266069053,005930,통신 및 방송 장비 제조업
2015-02-09,27200.0,27980.0,27140.0,27900.0,22197.845703125,8693500,0.0012919896640826,57.324840764331206,28212.606058553152,27318.0,26423.393941446848,7.9999999999999964,64.0,56.0,50.94411113600813,27400.0,27442.0,27318.0,,,,75.0,,65.3125,57.09490740740741,0.7603880633400698,0.7687904554088241,-0.00840239206875426,005930,통신 및 방송 장비 제조업
2015-02-10,28000.0,28000.0,27540.0,27560.0,21927.333984375,6519350,0.0012919896640826,44.370860927152314,28220.313079759722,27357.0,26493.686920240278,4.0000000000000036,100.0,96.0,47.56232122149806,27448.0,27398.0,27357.0,,,,80.57088122605364,,71.35416666666667,62.95817369093231,0.7499277608481494,0.7650179164966893,-0.015090155648539882,005930,통신 및 방송 장비 제조업
2015-02-11,27480.0,27480.0,27080.0,27100.0,21561.3515625,9973800,0.0012919896640826,42.675159235668794,28212.47339589008,27367.0,26521.52660410992,0.0,96.0,96.0,37.35820766334806,27432.0,27352.0,27367.0,,,,72.66283524904215,,62.5,66.3888888888889,0.5991743664751016,0.7318492064923717,-0.13267484001727015,005930,통신 및 방송 장비 제조업
2015-02-12,26800.0,27160.0,26620.0,26880.0,21386.3125,10748200,0.0012919896640826,36.875,28192.458540686745,27377.0,26561.541459313255,12.0,92.0,80.0,28.52677193007942,27376.0,27320.0,27377.0,,,,52.87356321839081,,38.05102657004831,57.30173107890499,0.40991917564692887,0.6674632003232832,-0.25754402467635434,005930,통신 및 방송 장비 제조업
2015-02-13,27200.0,27220.0,26900.0,27220.0,21656.828125,6522900,0.0012919896640826,41.954022988505756,28075.012452528972,27422.0,26768.987547471028,7.9999999999999964,88.0,80.0,34.184633328048974,27332.0,27312.0,27422.0,,,,45.05268199233716,66.08209786349764,30.668780193236714,43.73993558776167,0.35627433387295265,0.6052254270332171,-0.24895109316026448,005930,통신 및 방송 장비 제조업
2015-02-16,27360.0,27480.0,27220.0,27480.0,21863.68359375,6226500,0.0012919896640826,42.61363636363637,28050.154656860796,27453.0,26855.845343139204,4.0000000000000036,84.0,80.0,32.20624744191227,27248.0,27324.0,27453.0,,,,49.73367482925204,64.07806421647933,41.54589371980676,36.75523349436393,0.3861883288007306,0.5614180073867199,-0.17522967858598926,005930,통신 및 방송 장비 제조업
2015-02-17,27480.0,27540.0,27280.0,27540.0,21911.421875,5745000,0.0012919896640826,49.681528662420384,28056.369714966826,27458.0,26859.630285033174,0.0,80.0,80.0,38.180782094985446,27244.0,27346.0,27458.0,,,,60.078502415458935,62.93902180265799,57.48792270531402,43.23419887278583,0.4226559014932783,0.5336655862080316,-0.11100968471475331,005930,통신 및 방송 장비 제조업
2015-02-23,27560.0,27800.0,27320.0,27340.0,21752.30078125,15301800,0.0012919896640826,52.34899328859061,27992.625424613092,27430.0,26867.374575386908,7.9999999999999964,76.0,68.0,49.88470303923593,27292.0,27362.0,27430.0,,,,60.3864734299517,62.208742591980844,60.3864734299517,53.1400966183575,0.3879927134150919,0.5045310116494437,-0.1165382982343518,005930,통신 및 방송 장비 제조업
2015-02-24,27700.0,27780.0,27280.0,27340.0,21752.30078125,10863250,0.0012919896640826,50.69444444444444,27979.52231281003,27419.0,26858.47768718997,4.0000000000000036,72.0,68.0,52.03085439164014,27384.0,27380.0,27419.0,,,,57.00483091787439,61.636344327836085,57.00483091787439,58.293075684380035,0.3564136946566388,0.4749075482508827,-0.11849385359424391,005930,통신 및 방송 장비 제조업
2015-02-25,27600.0,27700.0,27460.0,27580.0,21943.248046875,8374250,0.0012919896640826,53.594771241830074,27960.053013186833,27412.0,26863.946986813167,0.0,68.0,68.0,60.04960583724409,27456.0,27394.0,27412.0,,,,57.971014492753625,61.13344577711145,57.971014492753625,58.45410628019324,0.39759032141712947,0.45944410288413207,-0.0618537814670026,005930,통신 및 방송 장비 제조업
2015-02-26,27580.0,27600.0,27360.0,27500.0,21879.6015625,8179150,0.0012919896640826,52.903225806451616,27920.165531326296,27398.0,26875.834468673704,0.0,64.0,64.0,54.117902702266214,27460.0,27354.0,27398.0,,,,61.83574879227053,59.8170206563385,61.83574879227054,58.937198067632856,0.4019268308663563,0.4479406484805769,-0.04601381761422063,005930,통신 및 방송 장비 제조업
2015-02-27,27500.0,27520.0,27140.0,27140.0,21593.169921875,13009400,0.0012919896640826,49.397590361445786,27805.099404225577,27355.0,26904.900595774423,68.0,60.0,-8.0,52.53779353393754,27380.0,27312.0,27355.0,,,,57.004830917874386,57.46041562552057,57.00483091787441,58.93719806763286,0.29583062169876156,0.4175186431242139,-0.12168802142545232,005930,통신 및 방송 장비 제조업
2015-03-02,27500.0,28460.0,27340.0,28460.0,22643.3984375,21805600,0.0012919896640826,64.06926406926408,28065.036603662185,27400.0,26734.963396337815,64.0,100.0,36.0,62.60568402670811,27604.0,27448.0,27400.0,,,,67.14975845410628,56.909107946026985,67.14975845410629,61.99677938808375,0.593291220197603,0.4526731585388918,0.14061806165871127,005930,통신 및 방송 장비 제조업
2015-03-03,28700.0,28740.0,28120.0,28360.0,22563.833984375,13748800,0.0012919896640826,60.36036036036035,28241.396115438554,27458.0,26674.603884561446,60.0,100.0,40.0,64.21257448226689,27808.0,27596.0,27458.0,,,,73.25221037280102,58.94697266146801,73.25221037280102,65.80226658159391,0.7890564716689429,0.5199498211649021,0.2691066505040408,005930,통신 및 방송 장비 제조업
2015-03-04,28220.0,28800.0,28200.0,28740.0,22866.16796875,11603100,0.0012919896640826,59.633027522935784,28495.72852238472,27530.0,26564.27147761528,56.00000000000001,100.0,43.99999999999999,65.00522653789575,28040.0,27748.0,27530.0,,,,93.10772604004386,63.75247706623868,93.10772604004386,77.83656495565039,1.0415014515958043,0.6242601472510825,0.41724130434472184,005930,통신 및 방송 장비 제조업
2015-03-05,28780.0,28860.0,28340.0,28440.0,22627.478515625,9615600,0.0012919896640826,60.18518518518518,28627.36298371635,27584.0,26540.63701628365,52.0,100.0,48.0,59.25786392854577,28228.0,27844.0,27584.0,,,,86.85772604004386,67.46488218731785,86.85772604004386,84.40588748429624,1.1399043822511736,0.7273889942511007,0.4125153880000729,005930,통신 및 방송 장비 제조업
2015-03-06,28280.0,28980.0,28120.0,28840.0,22945.732421875,11733500,0.0012919896640826,70.4225352112676,28835.46855159527,27660.0,26484.53144840473,48.0,100.0,52.0,66.23451555332974,28568.0,27974.0,27660.0,,,,90.85516767739595,70.54254871351156,90.85516767739595,90.27353991916122,1.3172120448486149,0.8453536043706036,0.4718584404780113,005930,통신 및 방송 장비 제조업
2015-03-09,28800.0,28800.0,28400.0,28400.0,22595.662109375,7814600,0.0012919896640826,66.96428571428572,28918.012069586955,27721.0,26523.987930413045,43.99999999999999,96.0,52.00000000000001,67.27474739479851,28556.0,28080.0,27721.0,,,,83.58050847457626,72.86195221797402,82.4777270751847,86.73020693087483,1.314860688892454,0.9392550212749737,0.3756056676174804,005930,통신 및 방송 장비 제조업
2015-03-10,28680.0,28860.0,28400.0,28420.0,22611.56640625,10419850,0.0012919896640826,64.42307692307692,28989.29358729687,27784.0,26578.70641270313,40.0,92.0,52.0,68.18858314063093,28568.0,28188.0,27784.0,,,,81.92090395480226,75.35355952166681,78.58279953895283,83.97189809717783,1.303385850574677,1.0120811871349145,0.29130466343976247,005930,통신 및 방송 장비 제조업
2015-03-11,28380.0,29580.0,28360.0,29480.0,23454.923828125,21108650,0.0012919896640826,70.16129032258064,29296.522859383043,27886.0,26475.477140616957,36.0,100.0,64.0,71.15443342908281,28716.0,28378.0,27886.0,,,,82.77217895861963,77.8336759682534,79.19408045031709,80.08486902148486,1.5785009334746092,1.1253651364028534,0.4531357970717558,005930,통신 및 방송 장비 제조업
2015-03-12,29200.0,29460.0,28940.0,28940.0,23025.294921875,19153200,0.0012919896640826,62.86764705882353,29425.28788845936,27938.0,26450.71211154064,31.999999999999996,96.0,64.0,62.59673970410497,28816.0,28522.0,27938.0,,,,83.75706214689266,80.02580730371561,79.74578284628178,79.17422094518389,1.6219639456195492,1.2246848982461926,0.3972790473733565,005930,통신 및 방송 장비 제조업
2015-03-13,29220.0,29580.0,29100.0,29140.0,23184.41796875,9413100,0.0012919896640826,66.54411764705883,29585.386364858383,28017.0,26448.613635141617,28.000000000000004,100.0,72.0,61.51668547053865,28876.0,28722.0,28017.0,,,,86.7117117117117,82.99649538309936,83.87978142076503,80.93988157245462,1.6927308844136575,1.3182940954796858,0.3744367889339717,005930,통신 및 방송 장비 제조업
2015-03-16,29160.0,29740.0,29100.0,29400.0,23391.27734375,8974550,0.0012919896640826,68.0701754385965,29753.663862892226,28132.0,26510.336137107774,24.0,100.0,76.0,67.23250596835157,29076.0,28816.0,28132.0,,,,84.2053592053592,84.70205545822463,80.8869272803699,81.5041638491389,1.8003129669439817,1.4146978697725452,0.3856150971714365,005930,통신 및 방송 장비 제조업
2015-03-17,29400.0,30000.0,29200.0,29940.0,23820.9140625,13661150,0.0012919896640826,69.66666666666666,29984.826616545288,28285.0,26585.173383454712,19.999999999999996,100.0,80.0,68.34277510066467,29380.0,28974.0,28285.0,,,,90.76740512224383,86.45357493316892,88.93079597997632,84.56583489370375,2.012231710941817,1.5342046380063996,0.47802707293541724,005930,통신 및 방송 장비 제조업
2015-03-18,29920.0,30120.0,29720.0,30060.0,23916.39453125,12464350,0.0012919896640826,71.19205298013244,30223.945947111963,28427.0,26630.054052888037,16.000000000000004,100.0,84.0,73.46100630893359,29496.0,29106.0,28427.0,,,,95.05121913760145,86.64792424292469,94.27058400212763,88.02943575415794,2.185636550488226,1.664491020502765,0.5211455299854608,005930,통신 및 방송 장비 제조업
2015-03-19,30200.0,30200.0,29400.0,29400.0,23391.27734375,13225800,0.0012919896640826,67.82334384858044,30312.05561679899,28523.0,26733.94438320101,12.0,100.0,88.0,72.94412253877596,29588.0,29202.0,28523.0,,,,89.96910082018904,86.95906172093919,89.30554903709266,90.83564300639887,2.113362684018942,1.7542653532060006,0.35909733081294126,005930,통신 및 방송 장비 제조업
2015-03-20,29500.0,29600.0,29200.0,29280.0,23295.802734375,12704950,0.0012919896640826,57.976653696498055,30366.719430613422,28610.0,26853.280569386578,7.9999999999999964,96.0,88.0,64.37737105784896,29616.0,29246.0,28610.0,,,,80.59247561813687,85.93279251501329,75.26125999280362,86.27913101067463,1.9993558487604892,1.8032834523168983,0.19607239644359087,005930,통신 및 방송 장비 제조업
2015-03-23,29240.0,29480.0,29160.0,29340.0,23343.54296875,8122900,0.0012919896640826,59.6078431372549,30388.26978572702,28710.0,27031.73021427298,4.0000000000000036,92.0,88.0,58.47821127178619,29604.0,29340.0,28710.0,,,,71.8954248366013,84.76428415121579,62.15034965034965,75.57238622674863,1.9034947623903762,1.823325714331594,0.08016904805878222,005930,통신 및 방송 장비 제조업
2015-03-24,29100.0,29560.0,29100.0,29520.0,23486.7578125,9113150,0.0012919896640826,57.95918367346939,30403.15708949919,28819.0,27234.84291050081,0.0,88.0,88.0,57.93737218484922,29520.0,29450.0,28819.0,,,,73.20261437908495,83.89245519364405,60.57692307692307,65.99617757335879,1.8556919984545845,1.8297989711561922,0.02589302729839238,005930,통신 및 방송 장비 제조업
2015-03-25,29740.0,29760.0,29440.0,29700.0,23629.96484375,9369050,0.0012919896640826,63.17991631799163,30442.38695061436,28925.0,27407.61304938564,0.0,84.0,84.0,63.5691605570581,29448.0,29472.0,28925.0,,,,77.77777777777777,83.39301507555987,67.3076923076923,63.34498834498834,1.8457775473086708,1.8329946863866882,0.012782860921982664,005930,통신 및 방송 장비 제조업
2015-03-26,29000.0,29120.0,28420.0,28420.0,22611.56640625,21005950,0.0012919896640826,46.28975265017668,30356.547963043773,28971.0,27585.452036956227,24.0,80.0,56.0,53.78711713499682,29252.0,29420.0,28971.0,,,,67.75599128540304,81.7929079894109,48.843366778149395,58.909327387588256,1.4671003155445337,1.7598158122182574,-0.29271549667372376,005930,통신 및 방송 장비 제조업
2015-03-27,28300.0,28960.0,28300.0,28420.0,22611.56640625,16065800,0.0012919896640826,50.191570881226056,30157.76913313281,29035.0,27912.23086686719,19.999999999999996,76.0,56.0,51.43739731292265,29080.0,29348.0,29035.0,,,,54.417477946889704,78.5634846129287,28.512732500146694,48.221263861996135,1.1533592778659423,1.6385245053477946,-0.4851652274818523,005930,통신 및 방송 장비 제조업
2015-03-30,28500.0,28680.0,28240.0,28560.0,22722.953125,8955500,0.0012919896640826,51.31086142322097,30152.834219459488,29040.0,27927.165780540512,16.000000000000004,72.0,56.0,46.28921431842344,28924.0,29264.0,29040.0,,,,33.58204975852034,73.50115366824483,8.63439655038217,28.663498609559415,0.9327242615260039,1.4973644565834365,-0.5646401950574327,005930,통신 및 방송 장비 제조업
2015-03-31,28980.0,29040.0,28600.0,28820.0,22929.818359375,9842650,0.0012919896640826,42.731277533039645,30134.921049724333,29063.0,27991.078950275667,12.0,68.0,56.0,42.74670705763407,28784.0,29152.0,29063.0,27821.666666666668,,,30.85664335664335,67.51007749168478,17.411385606874333,18.186171552467727,0.8208780797019689,1.362067181207143,-0.5411891015051741,005930,통신 및 방송 장비 제조업
2015-04-01,28740.0,28740.0,28400.0,28460.0,22643.3984375,7266050,0.0012919896640826,44.49541284403671,30145.71087203607,29049.0,27952.28912796393,7.9999999999999964,64.0,56.0,45.9496698429386,28536.0,28992.0,29049.0,27852.666666666668,,,23.717948717948712,60.37675044971951,19.04761904761905,15.031133734958514,0.6245050398162982,1.214554752928974,-0.5900497131126757,005930,통신 및 방송 장비 제조업
2015-04-02,28680.0,28800.0,28460.0,28680.0,22818.427734375,6903400,0.0012919896640826,44.74885844748859,30134.663673694205,29061.0,27987.336326305795,4.0000000000000036,60.0,56.0,45.03502655596698,28588.0,28920.0,29061.0,27886.333333333332,,,25.641025641025635,53.943942931803164,21.088435374149665,19.182480009547678,0.5242937241069658,1.0765025471645724,-0.5522088230576065,005930,통신 및 방송 장비 제조업
2015-04-03,28680.0,28800.0,28400.0,28680.0,22818.427734375,6270150,0.0012919896640826,41.2621359223301,30135.94141358763,29053.0,27970.05858641237,0.0,56.00000000000001,56.00000000000001,40.02853901504103,28640.0,28860.0,29053.0,27932.666666666668,,,21.90607012035583,48.075302382025065,18.707482993197285,19.614512471655328,0.4398025624756131,0.9491625502267805,-0.5093599877511674,005930,통신 및 방송 장비 제조업
2015-04-06,28860.0,29800.0,28700.0,29400.0,23391.27734375,10582600,0.0012919896640826,43.72093023255814,30150.766546918785,29103.0,28055.233453081215,0.0,52.0,52.0,38.727119360609954,28808.0,28866.0,29103.0,27987.0,,,36.18524332810046,44.50428423117498,34.693877551020414,24.829931972789115,0.5677178601844712,0.8728736122183187,-0.3051557520338475,005930,통신 및 방송 장비 제조업
2015-04-07,29560.0,29700.0,29240.0,29240.0,23263.978515625,9526050,0.0012919896640826,40.55299539170507,30142.238448468106,29144.0,28145.761551531894,12.0,48.0,36.0,37.40179742949181,28892.0,28838.0,29144.0,28036.333333333332,,,44.21768707482993,41.605791500749476,44.21768707482994,32.53968253968254,0.6169057036972515,0.8216800305141053,-0.2047743268168538,005930,통신 및 방송 장비 제조업
2015-04-08,29400.0,29700.0,29200.0,29580.0,23534.494140625,7773400,0.0012919896640826,52.23880597014925,30155.29387776189,29149.0,28142.70612223811,7.9999999999999964,43.99999999999999,36.0,44.37899349949155,29116.0,28826.0,29149.0,28091.333333333332,,,59.52380952380952,39.78039467535265,65.36717251002966,48.092912378626664,0.7416905657387235,0.805682137559029,-0.06399157182030546,005930,통신 및 방송 장비 제조업
2015-04-09,29400.0,29780.0,29400.0,29660.0,23598.140625,9107550,0.0012919896640826,54.77386934673367,30211.132237297446,29185.0,28158.867762702554,4.0000000000000036,40.0,36.0,52.157187053301726,29312.0,28950.0,29185.0,28147.0,,,63.94557823129251,39.39935336994161,75.9811616954474,61.855340426769,0.8523294721460812,0.8150116044764394,0.03731786766964185,005930,통신 및 방송 장비 제조업
2015-04-10,29600.0,29880.0,29560.0,29800.0,23709.529296875,9960100,0.0012919896640826,55.66502463054187,30279.867272903335,29218.0,28156.132727096665,0.0,36.0,36.0,58.62130093977253,29536.0,29088.0,29218.0,28197.333333333332,,,73.46938775510203,41.30454435076283,90.6816760475297,77.34333675100225,0.9669344106627417,0.8453961657136999,0.12153824494904175,005930,통신 및 방송 장비 제조업
2015-04-13,29580.0,29820.0,29360.0,29580.0,23534.494140625,10293300,0.0012919896640826,50.73170731707317,30298.370985921167,29227.0,28155.629014078833,60.0,31.999999999999996,-28.000000000000004,51.65135864472879,29572.0,29190.0,29227.0,28242.0,,,73.46938775510203,45.293278150421,89.28496977277466,85.31593583858391,0.9851150270969901,0.8733399379903579,0.11177508910663214,005930,통신 및 방송 장비 제조업
2015-04-14,29700.0,29700.0,29300.0,29480.0,23454.923828125,9429750,0.0012919896640826,47.2636815920398,30229.699248010074,29204.0,28178.300751989926,56.00000000000001,28.000000000000004,-28.000000000000004,44.95879964381973,29620.0,29256.0,29204.0,28288.666666666668,,,70.40816326530611,49.24843014128728,84.14634146341463,88.03766242790631,0.9606770732019333,0.890807365032673,0.0698697081692603,005930,통신 및 방송 장비 제조업
2015-04-15,29200.0,29400.0,28540.0,28920.0,23009.375,13551050,0.0012919896640826,57.57575757575758,30096.262317469955,29147.0,28197.737682530045,52.0,24.0,-28.0,47.34829357420624,29488.0,29302.0,29147.0,28332.0,,,55.44217687074829,52.42085295656724,66.26016260162602,79.89715794593843,0.7779670534319428,0.868239302712527,-0.0902722492805842,005930,통신 및 방송 장비 제조업
2015-04-16,29240.0,29540.0,28940.0,29540.0,23502.6640625,10762350,0.0012919896640826,64.28571428571428,30113.131185802526,29154.0,28194.868814197474,48.0,19.999999999999996,-28.000000000000004,57.44194895706423,29464.0,29388.0,29154.0,28376.666666666668,,,59.07582545213207,55.76433293767788,65.44715447154472,71.95121951219511,0.7950103651605207,0.8535935152021258,-0.05858315004160508,005930,통신 및 방송 장비 제조업
2015-04-17,29540.0,29560.0,28940.0,29000.0,23073.029296875,10172300,0.0012919896640826,55.092592592592595,30099.561303271894,29140.0,28180.438696728106,43.99999999999999,16.000000000000004,-27.99999999999999,56.821023901424105,29304.0,29420.0,29140.0,28402.666666666668,,,53.43454454952712,58.917180380595006,53.75741595253791,61.82157767523622,0.6520535459978385,0.8132855213612684,-0.16123197536342992,005930,통신 및 방송 장비 제조업
2015-04-20,28920.0,28960.0,28460.0,28600.0,22754.78125,12394900,0.0012919896640826,47.53363228699551,30086.850651909714,29103.0,28119.149348090286,40.0,12.0,-28.0,48.52951785491365,29108.0,29340.0,29103.0,28414.333333333332,,,49.1869918699187,60.21735523477683,44.4407822456603,54.54845088991431,0.4232412546619073,0.7352766680213962,-0.3120354133594889,005930,통신 및 방송 장비 제조업
2015-04-21,28420.0,28900.0,28400.0,28880.0,22977.552734375,11852650,0.0012919896640826,54.794520547945204,30039.25181587611,29071.0,28102.74818412389,36.0,7.9999999999999964,-28.000000000000004,55.34782591514674,28988.0,29304.0,29071.0,28436.333333333332,,,35.77235772357724,59.37282229965157,28.828828828828836,42.34234234234234,0.31558914978888425,0.6513391643748938,-0.33575001458600956,005930,통신 및 방송 장비 제조업
2015-04-22,28880.0,29460.0,28720.0,29220.0,23248.06640625,12655550,0.0012919896640826,56.00000000000001,29972.455222266894,29047.0,28121.544777733106,31.999999999999996,4.0000000000000036,-27.999999999999993,57.157888129662496,29048.0,29268.0,29047.0,28461.333333333332,,,40.24390243902439,57.444831591173056,33.7837837837838,35.684464952757644,0.3208070546864153,0.5852327424371981,-0.26442568775078285,005930,통신 및 방송 장비 제조업
2015-04-23,29400.0,29400.0,28800.0,29020.0,23088.943359375,9245150,0.0012919896640826,53.617021276595736,29954.534824620117,29077.0,28199.465175379883,28.000000000000004,0.0,-28.000000000000004,55.97264581932105,28944.0,29204.0,29077.0,28482.0,,,48.78048780487804,55.928322548531604,43.243243243243256,35.28528528528529,0.2664328109276844,0.5214727561352954,-0.25503994520761103,005930,통신 및 방송 장비 제조업
