Date,rate_MSTY_5D,rate_VOO_20D
2024-02,11.30467297983171,0.148195723799958
2024-03,80.28090983756384,5.588764742020317
2024-04,15.853093464732185,-3.1645452251870694
2024-05,43.0913465371132,5.500836047617952
2024-06,31.1951819592317,11.657827896994364
2024-07,41.51869652877538,13.107241553274292
2024-08,16.640360062062754,17.10105671853684
2024-09,36.68235247543126,20.71772662098856
2024-10,78.06245505337719,17.767395718769393
2024-11,123.31216622686388,29.142004906986017
2024-12,81.46327413666252,22.99382453187158
2025-01,108.53799045390348,30.733576542327118
