Date,rate_CRCL_5D,rate_VOO_20D
2025-06,0.0,0.0
2025-06,0.0,1.2938064214751392
2025-06,0.0,1.4308599036509475
2025-06,0.0,2.1602333849809234
2025-06,0.0,1.8048328790138903
2025-06,0.0,2.290311558040088
2025-06,0.0,0.854801448311381
2025-06,0.0,2.0859009750245896
2025-06,0.0,0.9895156499907678
2025-06,0.0,0.9639678714782072
2025-06,0.0,0.610892468550059
2025-06,0.0,1.920974611297364
2025-06,0.0,3.3332620455523987
2025-06,-0.3972399902343659,3.3982940433532107
2025-06,5.55335641479493,4.4228801413708645
2025-06,-9.386649078369135,5.077680436261975
2025-06,-9.180938796997062,5.736097700464416
2025-07,-4.247291615804039,5.411650481263283
2025-07,-6.673957875569658,6.000297036210167
2025-07,-4.87395736694336,7.151912512818459
2025-07,-1.7589569600423127,6.075048747101892
2025-07,-2.2006251525878877,5.986281981507414
2025-07,-2.888959299723304,6.77358933309662
2025-07,-2.518959096272788,7.16733761648285
2025-07,-5.113957773844402,6.682179649869081
2025-07,-2.21895858764648,6.947024544278246
2025-07,-3.78062444051106,6.363433083096613
2025-07,2.5310414123535185,6.8040592275058
2025-07,2.844375559488932,7.610309799710375
2025-07,0.9610417175293096,7.549370010892016
2025-07,-0.3189570617675774,7.790783127347108
2025-07,-3.2839584859212234,7.790783127347108
2025-07,-2.6006241353352832,8.94155808309662
2025-07,-4.155624440511064,9.035313805142504
2025-07,-4.192291310628249,9.579065521756288
2025-07,-5.442291310628256,9.546249588528742
2025-07,-6.062291514078777,9.189995010892016
2025-07,-4.585624745686845,9.023597916165468
2025-07,-5.748957366943353,8.510316093960864
2025-08,-6.23921779632568,6.003560232314253
2025-08,-6.649217643737792,8.024491032641269
2025-08,-8.010469474792481,7.37564473903662
2025-08,-7.037967720031735,8.373328241943607
2025-08,-8.135469474792478,8.291924376572961
2025-08,-7.372968711853023,9.32681093634766
2025-08,-7.105468788146974,9.04773833006134
2025-08,-6.850467720031739,10.49891304390582
2025-08,-8.106718101501464,10.975684414017326
2025-08,-9.84796909332275,10.97800578446004
2025-08,-8.59421924591064,10.67934652339233
2025-08,-9.554218330383302,10.630341396439189
2025-08,-10.347969093322751,9.876679287064189
2025-08,-10.025468864440912,9.515015468704842
2025-08,-10.776718177795408,8.978351650345463
2025-08,-10.371719398498536,11.06433797847046
2025-08,-11.59671882629394,10.467005214798572
2025-08,-11.120468177795406,11.008340257116275
2025-08,-11.326718368530276,11.339683844355864
2025-08,-10.884218254089353,11.83201375972045
2025-08,-10.754219093322748,11.01534709305378
2025-09,-9.787374908447276,9.71681987856201
2025-09,-9.955374938964855,10.427644651323437
2025-09,-10.052375061035168,11.559871119923184
2025-09,-10.345375091552745,11.182462297056592
2025-09,-10.555374938964857,11.5297699893643
2025-09,-10.002375061035163,11.853915356326429
2025-09,-10.432374603271487,12.25681238673133
2025-09,-8.778995144653312,13.39889500016282
